"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","fullText","createdAt","likeCount","viewCount","retweetCount","replyCount","quoteCount","bookmarkCount","media/0","media/1","media/2","media/3","quoteId","isReply","id","isRetweet","isQuote","inReplyToUserId"
"true","false","https://pbs.twimg.com/profile_banners/91583544/1591900473","Sat Nov 21 14:39:59 +0000 2009","Alpha Male. Best selling author endorsed by President Trump. Founder & CEO @FLAGUSA1776. Legal Immigrant. Presidential Appointee. @A1Policy Ambassador.","nickadamsusa.com","https://www.nickadamsusa.com/","0","23","https://t.co/SHTAlwAcmc","0","91026","592065","15387","true","91583544","true","false","false","United States","6333","Nick Adams","false","https://pbs.twimg.com/profile_images/1801080151305867264/VAhNEsP8_normal.jpg","","48674","https://twitter.com/NickAdamsinUSA","user","https://x.com/NickAdamsinUSA","NickAdamsinUSA","This can be the Golden Age of America, just give Donald J. Trump a chance! https://t.co/7qHXXHZsrv","Sat Nov 30 18:29:14 +0000 2024","230","17117","35","26","0","1","https://pbs.twimg.com/ext_tw_video_thumb/1862926723823652864/pu/img/0WxThyeSxUQr42VC.jpg",,,,,"false","1862926880090804467","false","false",
"true","false","https://pbs.twimg.com/profile_banners/91583544/1591900473","Sat Nov 21 14:39:59 +0000 2009","Alpha Male. Best selling author endorsed by President Trump. Founder & CEO @FLAGUSA1776. Legal Immigrant. Presidential Appointee. @A1Policy Ambassador.","nickadamsusa.com","https://www.nickadamsusa.com/","0","23","https://t.co/SHTAlwAcmc","0","91026","592065","15387","true","91583544","true","false","false","United States","6333","Nick Adams","false","https://pbs.twimg.com/profile_images/1801080151305867264/VAhNEsP8_normal.jpg","","48674","https://twitter.com/NickAdamsinUSA","user","https://x.com/NickAdamsinUSA","NickAdamsinUSA","Donald Trump is your president, whether you like it or not! https://t.co/nPfLGL1f5P","Sat Nov 30 01:59:46 +0000 2024","974","16932","143","119","5","6","https://pbs.twimg.com/media/GdmPpqaXMAE7Iiw.jpg",,,,,"false","1862677874064408823","false","false",
"true","false","https://pbs.twimg.com/profile_banners/91583544/1591900473","Sat Nov 21 14:39:59 +0000 2009","Alpha Male. Best selling author endorsed by President Trump. Founder & CEO @FLAGUSA1776. Legal Immigrant. Presidential Appointee. @A1Policy Ambassador.","nickadamsusa.com","https://www.nickadamsusa.com/","0","23","https://t.co/SHTAlwAcmc","0","91026","592065","15387","true","91583544","true","false","false","United States","6333","Nick Adams","false","https://pbs.twimg.com/profile_images/1801080151305867264/VAhNEsP8_normal.jpg","","48674","https://twitter.com/NickAdamsinUSA","user","https://x.com/NickAdamsinUSA","NickAdamsinUSA","President Trump has already accomplished more than Joe Biden and he’s not even in the White House yet.","Sat Nov 30 01:29:11 +0000 2024","792","18979","96","49","2","3",,,,,,"false","1862670177520714116","false","false",
"true","false","https://pbs.twimg.com/profile_banners/91583544/1591900473","Sat Nov 21 14:39:59 +0000 2009","Alpha Male. Best selling author endorsed by President Trump. Founder & CEO @FLAGUSA1776. Legal Immigrant. Presidential Appointee. @A1Policy Ambassador.","nickadamsusa.com","https://www.nickadamsusa.com/","0","23","https://t.co/SHTAlwAcmc","0","91026","592065","15387","true","91583544","true","false","false","United States","6333","Nick Adams","false","https://pbs.twimg.com/profile_images/1801080151305867264/VAhNEsP8_normal.jpg","","48674","https://twitter.com/NickAdamsinUSA","user","https://x.com/NickAdamsinUSA","NickAdamsinUSA","Rumor has it, President Trump went under par today! https://t.co/2GkczlZITF","Sat Nov 30 01:06:57 +0000 2024","632","32975","31","62","8","6","https://pbs.twimg.com/media/GdmDj08W0AAC4xo.jpg",,,,,"false","1862664581165793682","false","false",
"true","false","https://pbs.twimg.com/profile_banners/91583544/1591900473","Sat Nov 21 14:39:59 +0000 2009","Alpha Male. Best selling author endorsed by President Trump. Founder & CEO @FLAGUSA1776. Legal Immigrant. Presidential Appointee. @A1Policy Ambassador.","nickadamsusa.com","https://www.nickadamsusa.com/","0","23","https://t.co/SHTAlwAcmc","0","91026","592065","15387","true","91583544","true","false","false","United States","6333","Nick Adams","false","https://pbs.twimg.com/profile_images/1801080151305867264/VAhNEsP8_normal.jpg","","48674","https://twitter.com/NickAdamsinUSA","user","https://x.com/NickAdamsinUSA","NickAdamsinUSA","President Trump has a special bond with his granddaughter Kai.

This is the side of President Trump the media doesn't want you to know about! https://t.co/Stgh6GAHYL","Fri Nov 29 21:00:19 +0000 2024","1387","26029","220","27","5","19","https://pbs.twimg.com/ext_tw_video_thumb/1862602453914374145/pu/img/CqYBHAgSH9nY_Tge.jpg",,,,,"false","1862602513247088894","false","false",
"true","false","https://pbs.twimg.com/profile_banners/91583544/1591900473","Sat Nov 21 14:39:59 +0000 2009","Alpha Male. Best selling author endorsed by President Trump. Founder & CEO @FLAGUSA1776. Legal Immigrant. Presidential Appointee. @A1Policy Ambassador.","nickadamsusa.com","https://www.nickadamsusa.com/","0","23","https://t.co/SHTAlwAcmc","0","91026","592065","15387","true","91583544","true","false","false","United States","6333","Nick Adams","false","https://pbs.twimg.com/profile_images/1801080151305867264/VAhNEsP8_normal.jpg","","48674","https://twitter.com/NickAdamsinUSA","user","https://x.com/NickAdamsinUSA","NickAdamsinUSA","I hope Hillary Clinton runs for President in 2028.

That would be the easiest win for the GOP since Trump beat Kamala!","Fri Nov 29 18:11:45 +0000 2024","205","12088","23","21","1","2",,,,,,"false","1862560091808866535","false","false",
"true","false","https://pbs.twimg.com/profile_banners/91583544/1591900473","Sat Nov 21 14:39:59 +0000 2009","Alpha Male. Best selling author endorsed by President Trump. Founder & CEO @FLAGUSA1776. Legal Immigrant. Presidential Appointee. @A1Policy Ambassador.","nickadamsusa.com","https://www.nickadamsusa.com/","0","23","https://t.co/SHTAlwAcmc","0","91026","592065","15387","true","91583544","true","false","false","United States","6333","Nick Adams","false","https://pbs.twimg.com/profile_images/1801080151305867264/VAhNEsP8_normal.jpg","","48674","https://twitter.com/NickAdamsinUSA","user","https://x.com/NickAdamsinUSA","NickAdamsinUSA","Black Friday was better under President Donald J. Trump.","Fri Nov 29 17:56:14 +0000 2024","159","11088","11","23","0","1",,,,,,"false","1862556186630881465","false","false",
"true","false","https://pbs.twimg.com/profile_banners/91583544/1591900473","Sat Nov 21 14:39:59 +0000 2009","Alpha Male. Best selling author endorsed by President Trump. Founder & CEO @FLAGUSA1776. Legal Immigrant. Presidential Appointee. @A1Policy Ambassador.","nickadamsusa.com","https://www.nickadamsusa.com/","0","23","https://t.co/SHTAlwAcmc","0","91026","592065","15387","true","91583544","true","false","false","United States","6333","Nick Adams","false","https://pbs.twimg.com/profile_images/1801080151305867264/VAhNEsP8_normal.jpg","","48674","https://twitter.com/NickAdamsinUSA","user","https://x.com/NickAdamsinUSA","NickAdamsinUSA","Black Friday deals were MUCH better under President Trump! https://t.co/Auh4jDsWCT","Fri Nov 29 12:00:10 +0000 2024","87","8624","14","23","0","0","https://pbs.twimg.com/media/GdjPeN6XoAAkY9r.jpg",,,,,"false","1862466582439448676","false","false",
"true","false","https://pbs.twimg.com/profile_banners/91583544/1591900473","Sat Nov 21 14:39:59 +0000 2009","Alpha Male. Best selling author endorsed by President Trump. Founder & CEO @FLAGUSA1776. Legal Immigrant. Presidential Appointee. @A1Policy Ambassador.","nickadamsusa.com","https://www.nickadamsusa.com/","0","23","https://t.co/SHTAlwAcmc","0","91026","592065","15387","true","91583544","true","false","false","United States","6333","Nick Adams","false","https://pbs.twimg.com/profile_images/1801080151305867264/VAhNEsP8_normal.jpg","","48674","https://twitter.com/NickAdamsinUSA","user","https://x.com/NickAdamsinUSA","NickAdamsinUSA","Yesterday, I was at the Barnes &amp; Noble.

I asked the clerk if they had Donald Trump's new book on how to deport illegal immigrants.

She immediately said to me:

""Get the f**k out of here and don't come back.""

I said, ""Yes, that's the one!! Do you have it in paperback?""","Thu Nov 28 18:24:38 +0000 2024","2168","69878","311","161","24","65",,,,,,"false","1862200946119385092","false","false",
"true","false","https://pbs.twimg.com/profile_banners/91583544/1591900473","Sat Nov 21 14:39:59 +0000 2009","Alpha Male. Best selling author endorsed by President Trump. Founder & CEO @FLAGUSA1776. Legal Immigrant. Presidential Appointee. @A1Policy Ambassador.","nickadamsusa.com","https://www.nickadamsusa.com/","0","23","https://t.co/SHTAlwAcmc","0","91026","592065","15387","true","91583544","true","false","false","United States","6333","Nick Adams","false","https://pbs.twimg.com/profile_images/1801080151305867264/VAhNEsP8_normal.jpg","","48674","https://twitter.com/NickAdamsinUSA","user","https://x.com/NickAdamsinUSA","NickAdamsinUSA","President Trump ate and left no crumbs with his Thanksgiving message this year!","Thu Nov 28 18:03:03 +0000 2024","124","19161","18","8","0","2",,,,,"1862127644222832894","false","1862195514436952521","false","true",
