"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","fullText","createdAt","likeCount","viewCount","retweetCount","replyCount","quoteCount","bookmarkCount","media/0","quoteId","isReply","id","isRetweet","isQuote","inReplyToUserId"
"false","false","https://pbs.twimg.com/profile_banners/25073877/1604214583","Wed Mar 18 13:46:38 +0000 2009","45th President of the United States of America🇺🇸","DonaldJTrump.com","http://DonaldJTrump.com","0","23","https://t.co/mjKdTvQzae","0","0","95565591","53","true","25073877","true","false","false","","5275","Donald J. Trump","false","https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg","","59639","https://twitter.com/realDonaldTrump","user","https://x.com/realDonaldTrump","realDonaldTrump","Government","The idea that the BRICS Countries are trying to move away from the Dollar while we stand by and watch is OVER. We require a commitment from these Countries that they will neither create a new BRICS Currency, nor back any other Currency to replace the mighty U.S. Dollar or, they","Sat Nov 30 23:57:43 +0000 2024","488918","102803186","72424","52249","23196","30406",,,"false","1863009545858998512","false","false",
"false","false","https://pbs.twimg.com/profile_banners/25073877/1604214583","Wed Mar 18 13:46:38 +0000 2009","45th President of the United States of America🇺🇸","DonaldJTrump.com","http://DonaldJTrump.com","0","23","https://t.co/mjKdTvQzae","0","0","95565591","53","true","25073877","true","false","false","","5275","Donald J. Trump","false","https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg","","59639","https://twitter.com/realDonaldTrump","user","https://x.com/realDonaldTrump","realDonaldTrump","Government","Happy Thanksgiving to all, including to the Radical Left Lunatics who have worked so hard to destroy our Country, but who have miserably failed, and will always fail, because their ideas and policies are so hopelessly bad that the great people of our Nation just gave a landslide","Thu Nov 28 13:33:21 +0000 2024","860894","87652535","99343","48989","10924","21205",,,"false","1862127644222832894","false","false",
"false","false","https://pbs.twimg.com/profile_banners/25073877/1604214583","Wed Mar 18 13:46:38 +0000 2009","45th President of the United States of America🇺🇸","DonaldJTrump.com","http://DonaldJTrump.com","0","23","https://t.co/mjKdTvQzae","0","0","95565591","53","true","25073877","true","false","false","","5275","Donald J. Trump","false","https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg","","59639","https://twitter.com/realDonaldTrump","user","https://x.com/realDonaldTrump","realDonaldTrump","Government","These cases, like all of the other cases I have been forced to go through, are empty and lawless, and should never have been brought. Over $100 Million Dollars of Taxpayer Dollars has been wasted in the Democrat Party’s fight against their Political Opponent, ME. Nothing like","Mon Nov 25 20:41:14 +0000 2024","409756","64270772","66077","30291","3361","8904",,,"false","1861148158128169007","false","false",
"false","false","https://pbs.twimg.com/profile_banners/25073877/1604214583","Wed Mar 18 13:46:38 +0000 2009","45th President of the United States of America🇺🇸","DonaldJTrump.com","http://DonaldJTrump.com","0","23","https://t.co/mjKdTvQzae","0","0","95565593","53","true","25073877","true","false","false","","5275","Donald J. Trump","false","https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg","","59639","https://twitter.com/realDonaldTrump","user","https://x.com/realDonaldTrump","realDonaldTrump","Government","JUSTICE FOR LAKEN RILEY! The Illegal who killed our beloved Laken Riley was just found GUILTY on all counts for his horrific crimes. Although the pain and heartbreak will last forever, hopefully this can help bring some peace and closure to her wonderful family who fought for","Wed Nov 20 18:40:58 +0000 2024","453623","44801978","56695","20570","2066","6434",,,"false","1859305952945557883","false","false",
"false","false","https://pbs.twimg.com/profile_banners/25073877/1604214583","Wed Mar 18 13:46:38 +0000 2009","45th President of the United States of America🇺🇸","DonaldJTrump.com","http://DonaldJTrump.com","0","23","https://t.co/mjKdTvQzae","0","0","95565593","53","true","25073877","true","false","false","","5275","Donald J. Trump","false","https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg","","59639","https://twitter.com/realDonaldTrump","user","https://x.com/realDonaldTrump","realDonaldTrump","Government","The Democrats are trying to stack the Courts with Radical Left Judges on their way out the door. Republican Senators need to Show Up and Hold the Line — No more Judges confirmed before Inauguration Day!","Wed Nov 20 17:57:51 +0000 2024","317035","66565597","58956","19739","3156","4166",,,"false","1859295102000067005","false","false",
"false","false","https://pbs.twimg.com/profile_banners/25073877/1604214583","Wed Mar 18 13:46:38 +0000 2009","45th President of the United States of America🇺🇸","DonaldJTrump.com","http://DonaldJTrump.com","0","23","https://t.co/mjKdTvQzae","0","0","95565593","53","true","25073877","true","false","false","","5275","Donald J. Trump","false","https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg","","59639","https://twitter.com/realDonaldTrump","user","https://x.com/realDonaldTrump","realDonaldTrump","Government","I’m heading to the Great State of Texas to watch the launch of the largest object ever to be elevated, not only to Space, but simply by lifting off the ground. Good luck to @ElonMusk and the Great Patriots involved in this incredible project!","Tue Nov 19 19:33:01 +0000 2024","279248","71589701","31359","9201","1373","4012",,"1858894148914606196","false","1858956663711256605","false","true",
"false","false","https://pbs.twimg.com/profile_banners/25073877/1604214583","Wed Mar 18 13:46:38 +0000 2009","45th President of the United States of America🇺🇸","DonaldJTrump.com","http://DonaldJTrump.com","0","23","https://t.co/mjKdTvQzae","0","0","95565593","53","true","25073877","true","false","false","","5275","Donald J. Trump","false","https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg","","59639","https://twitter.com/realDonaldTrump","user","https://x.com/realDonaldTrump","realDonaldTrump","Government","THANK YOU TO THE GREAT DANA WHITE AND #UFC309! https://t.co/0zsThFsyTD","Sun Nov 17 18:05:41 +0000 2024","355406","25493058","40511","11214","1264","9422","https://pbs.twimg.com/amplify_video_thumb/1858209801672572928/img/aTAlrKC0QVcPsV3s.jpg",,"false","1858209912691572779","false","false",
"false","false","https://pbs.twimg.com/profile_banners/25073877/1604214583","Wed Mar 18 13:46:38 +0000 2009","45th President of the United States of America🇺🇸","DonaldJTrump.com","http://DonaldJTrump.com","0","23","https://t.co/mjKdTvQzae","0","0","95565593","53","true","25073877","true","false","false","","5275","Donald J. Trump","false","https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg","","59639","https://twitter.com/realDonaldTrump","user","https://x.com/realDonaldTrump","realDonaldTrump","Government","“THEY SAID HE WAS DONE FOREVER” https://t.co/arqDRl9g6D","Sat Nov 16 11:59:55 +0000 2024","281709","21137370","55578","13291","2951","14922","https://pbs.twimg.com/amplify_video_thumb/1857755339191398400/img/5DM_mdooOzj2VR8l.jpg",,"false","1857755476378661190","false","false",
"false","false","https://pbs.twimg.com/profile_banners/25073877/1604214583","Wed Mar 18 13:46:38 +0000 2009","45th President of the United States of America🇺🇸","DonaldJTrump.com","http://DonaldJTrump.com","0","23","https://t.co/mjKdTvQzae","0","0","95565593","53","true","25073877","true","false","false","","5275","Donald J. Trump","false","https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg","","59639","https://twitter.com/realDonaldTrump","user","https://x.com/realDonaldTrump","realDonaldTrump","Government","I am thrilled to announce Robert F. Kennedy Jr. as The United States Secretary of Health and Human Services (HHS). For too long, Americans have been crushed by the industrial food complex and drug companies who have engaged in deception, misinformation, and disinformation when it","Thu Nov 14 21:13:32 +0000 2024","884865","156833156","131206","50343","24124","26287",,,"false","1857170020427595797","false","false",
"false","false","https://pbs.twimg.com/profile_banners/25073877/1604214583","Wed Mar 18 13:46:38 +0000 2009","45th President of the United States of America🇺🇸","DonaldJTrump.com","http://DonaldJTrump.com","0","23","https://t.co/mjKdTvQzae","0","0","95565593","53","true","25073877","true","false","false","","5275","Donald J. Trump","false","https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg","","59639","https://twitter.com/realDonaldTrump","user","https://x.com/realDonaldTrump","realDonaldTrump","Government","Thank you — So beautiful!!! https://t.co/zPLgq08xIv","Wed Nov 13 13:17:10 +0000 2024","498487","46895654","37442","10672","1566","3149","https://pbs.twimg.com/media/GcRHqJ5bYAAxxrP.jpg",,"false","1856687752143900689","false","false",
