"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/332564767/1571503717","Sun Jul 10 01:41:19 +0000 2011","Im🍑&Re🐄ve45 PaintALLofDC#BLUE2020 #Resist⛳️ #VOTE #ScrewThePolls Think4Yourself  Will #InstaBlock TROLL🤖Divide/Hate  #Not4Sale #USMC https://t.co/RUFQj7g7BF 🌊","opensecrets.org","http://opensecrets.org","133","156","https://t.co/RUFQj7g7BF",,,,,,"qz.com/534368/if-elec…","https://qz.com/534368/if-elected-bernie-sanders-wouldnt-be-americas-first-socialist-president/","0","23","https://t.co/cQf1CNH6jE","0","12972","3401","4009","true","332564767","false","false","false","Mesa, Az via Fla","1082","404 Error 🇷🇺 Orange House","1283927621215023104","false","https://pbs.twimg.com/profile_images/1060146853172277249/JfE1DfYP_normal.jpg","","38013","https://twitter.com/PhillyFlorida","user","https://x.com/PhillyFlorida","PhillyFlorida",".@juliaioffe on how the Russian press reported on Russian election meddling https://t.co/0ZQDgHVo4g","Sun Dec 31 23:47:31 +0000 2017"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/636693268/1692751773","Mon Jul 16 04:17:02 +0000 2012","Braintree, MA to RI communications professional uplifting K-12. New England Emmy and Edward R. Murrow Award winner. Amateur chef, antiquing enthusiast",,,,,,,,,,,,,,,,"0","11849","5763","5425","true","636693268","false","false","false","Rhode Island, USA","2717","Ashley",,"false","https://pbs.twimg.com/profile_images/1704140555238752256/S9j3iTtx_normal.jpg","","14132","https://twitter.com/AshCullinane","user","https://x.com/AshCullinane","AshCullinane","An Australian diplomat's tip appears to have helped persuade the @FBI to investigate Russian meddling in the U.S. election and possible coordination with the Trump campaign, @nytimes reports.

https://t.co/8xM0ZFLWjx","Sun Dec 31 23:38:08 +0000 2017"
,,,,,,"false","true",,"Sat Dec 02 21:06:55 +0000 2017","NFL Philadelphia Eagles",,,,,,,,,,,,,,,,"0","149","3","31","false","937065565201600513","false","false","false","Morgantown, PA","52","Richard Williams",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","729","https://twitter.com/wilyumzz626","user","https://x.com/wilyumzz626","wilyumzz626","@DuszaLukasz @realDonaldTrump For one simple reason for me. At least say, “we do know there was Russian meddling in our election and it will not ever happen under me again!”. He doesn’t have to say there was collusion, just meddling, but he won’t.  Lol","Sun Dec 31 23:16:32 +0000 2017"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/938511072658681857/1600348165","Wed Dec 06 20:50:51 +0000 2017","If it works for the GOP, it doesn’t work for US. ... ever think of the late 1960’s as the Good Old Days? I do now",,,,,,,,,,,,,,,,"0","10212","90","401","true","938511072658681857","false","false","false","Georgia, USA","76","Willam Hartley","1306580744064688128","false","https://pbs.twimg.com/profile_images/1286422495810195457/IaAxhV2A_normal.jpg","","7564","https://twitter.com/hartley_wt","user","https://x.com/hartley_wt","hartley_wt","@DavidCorn @CBSNews if DJT &amp; Pence are forced from office over Russian meddling, Tillerson has left as Sec of St &amp; not replaced, @SenateMajLdr  McConnell @ @SpeakerRyan are forced from office over taking Russian campaign contributions, would we have a2018 @POTUS special election?","Sun Dec 31 23:06:59 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/2354921924/1683411646","Fri Feb 21 14:59:24 +0000 2014","The Intercollegiate Conference of Faculty Representatives",,,,,,,,,,,"expansion-crush.bsky.social","http://expansion-crush.bsky.social","0","23","https://t.co/FcwsUyNTqq","0","188648","2072","2384","true","2354921924","false","false","false","Indianapolis, IN","3193","𝕰𝖝𝖕𝖆𝖓𝖘𝖎𝖔𝖓 𝕮𝖗𝖚𝖘𝖍","1853498745700164002","false","https://pbs.twimg.com/profile_images/1654975228949192706/xR0CN3Lx_normal.jpg","","143443","https://twitter.com/Expansion_Crush","user","https://x.com/Expansion_Crush","Expansion_Crush",".@juliaioffe on how the Russian press reported on Russian election meddling https://t.co/ifT8xif6MU","Sun Dec 31 22:45:10 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/825452552477028352/1554429317","Sat Jan 28 21:16:39 +0000 2017","Trumps MAGA is a bottomless swamp pit. Your Healthcare is expendable for the GOP. Medical bills are 2/3 of bankruptcies. RN /certified echocardiography",,,,,,,,,,,,,,,,"0","57702","848","1600","true","825452552477028352","false","false","false","","447","🇺🇸Zee","880111305407045632","false","https://pbs.twimg.com/profile_images/1241780841031884806/OEuUBBqL_normal.jpg","","30520","https://twitter.com/ZeebestABC","user","https://x.com/ZeebestABC","ZeebestABC","@RepAdamSchiff Just a reminder...about an Iranian democratic election in 1954, which the U.S. toppled the elected prime minister and installed Reza Shah. Meddling. I don’t think Trump will do them any favors now either.","Sun Dec 31 22:28:47 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/60641569/1490614433","Mon Jul 27 16:32:47 +0000 2009","Cost Accountant&Chef",,,,,,,,,,,"facebook.com/OneWorldVoice/","https://www.facebook.com/OneWorldVoice/","0","23","https://t.co/RDQ8a4SKzf","0","241","53","259","true","60641569","false","false","false","Osage Beach, MO","1884","Robert K. Olivieri","849213781511163904","false","https://pbs.twimg.com/profile_images/879531030415159296/bWNu5iFf_normal.jpg","","9261","https://twitter.com/serenitybob","user","https://x.com/serenitybob","serenitybob",".@juliaioffe on how the Russian press reported on Russian election meddling https://t.co/rdKZxhY1c5","Sun Dec 31 22:22:08 +0000 2017"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/924369661/1730950222","Sun Nov 04 01:01:17 +0000 2012","leaving.",,,,,,,,,,,,,,,,"0","127333","1860","4620","true","924369661","false","false","false","Washington, DC","3479","goodbye for now","1641633098562514944","false","https://pbs.twimg.com/profile_images/1854365675969449986/vkjVEAXW_normal.jpg","","71378","https://twitter.com/Chris_nDC","user","https://x.com/Chris_nDC","Chris_nDC","Trump aid Papadopoulos told Australian diplomat Russia had ""political dirt"" on Clinton in May 2016, a conversation that may have played a role in the FBI's decision to open an investigation into Russian meddling in the election, not the simply the dossier. https://t.co/bpSFgODnPL","Sun Dec 31 22:02:33 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/2354921924/1683411646","Fri Feb 21 14:59:24 +0000 2014","The Intercollegiate Conference of Faculty Representatives",,,,,,,,,,,"expansion-crush.bsky.social","http://expansion-crush.bsky.social","0","23","https://t.co/FcwsUyNTqq","0","188648","2072","2384","true","2354921924","false","false","false","Indianapolis, IN","3193","𝕰𝖝𝖕𝖆𝖓𝖘𝖎𝖔𝖓 𝕮𝖗𝖚𝖘𝖍","1853498745700164002","false","https://pbs.twimg.com/profile_images/1654975228949192706/xR0CN3Lx_normal.jpg","","143443","https://twitter.com/Expansion_Crush","user","https://x.com/Expansion_Crush","Expansion_Crush",".@juliaioffe on how the Russian press reported on Russian election meddling https://t.co/ifT8xif6MU","Sun Dec 31 21:41:09 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/934937607758282753/1511744319","Mon Nov 27 00:11:10 +0000 2017","I love music. always have always will. I have no studio but I have a cheap piano  my PRS  guitar and my line 6  amp. its all I need need to make some music.",,,,,,,,,,,,,,,,"0","585","11","79","false","934937607758282753","false","false","false","Grand Prairie, TX","22","julian Soto",,"false","https://pbs.twimg.com/profile_images/1355929611746627589/hF87Xc0u_normal.jpg","","2452","https://twitter.com/bigdaddydrj","user","https://x.com/bigdaddydrj","bigdaddydrj","@HuffPostPol Oh so now donald is meddling in other countries election and we are  not suppose to believe he colluded with Russia?","Sun Dec 31 21:38:10 +0000 2017"
,,,,,,"false","true",,"Sat Feb 04 01:53:52 +0000 2017","Retired educator, photographer, lifelong Democrat, atheist, defender of liberty, equal rights for all & the American way",,,,,,,,,,,,,,,,"0","30653","2471","2585","true","827696642266525697","false","false","false","Washington, USA","0","Gerald Shulenbarger",,"false","https://pbs.twimg.com/profile_images/867150020679802882/jVq_rK3p_normal.jpg","","2408","https://twitter.com/shulenbarger","user","https://x.com/shulenbarger","shulenbarger","It is my understanding That McConnell knew about the Russian meddling during the election but sat on it for some reason.  I don't think we have to strain that hard to figure the reason.#DumpThemAll","Sun Dec 31 21:27:41 +0000 2017"
,,,,,,"false","true",,"Thu Jul 31 05:08:39 +0000 2014","",,,,,,,,,,,,,,,,"0","43390","174","277","true","2729651848","false","false","false","","14","Jeannine Kobylski",,"false","https://pbs.twimg.com/profile_images/1556314600261521414/WY7rWvSY_normal.jpg","","5701","https://twitter.com/JKobylski","user","https://x.com/JKobylski","JKobylski","@RepAndyBiggsAZ @USATODAY @POTUS @realDonaldTrump Please stop trying to obstruct justice. I am an American Citizen an I just want to know the full story regarding Russians meddling in our election. I believe Mueller will give it. It is important to us.","Sun Dec 31 21:10:49 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/871858348592955392/1527626951","Mon Jun 05 22:36:43 +0000 2017","",,,,,,,,,,,"walnutport.com","https://www.walnutport.com","0","23","https://t.co/RJcP58qZZh","0","0","87","19","false","871858348592955392","false","false","false","Walnutport, PA","5","Walnutport.com",,"false","https://pbs.twimg.com/profile_images/1001565941472354304/sHfA3IoY_normal.jpg","","37036","https://twitter.com/WalnutportCom","user","https://x.com/WalnutportCom","WalnutportCom","Australian diplomat helped persuade FBI to investigate Russian election meddling: report https://t.co/ULLD96fNKk","Sun Dec 31 21:04:43 +0000 2017"
