"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/2290464169/1485310432","Tue Jan 14 01:42:28 +0000 2014","Sacred Circle of Life, Transparency for Peace, Universal Responsibility,    We are all in this Together. RT is just sharing many points of view ~yours mine ours",,,,,,,,,,,"0","47436","881","1760","true","2290464169","false","false","false","Planet Earth","11954","Kaslem Mandala","867732437295673344","false","https://pbs.twimg.com/profile_images/639797943248252928/kF4wpnbJ_normal.jpg","","67661","https://twitter.com/loscimientosgt","user","https://x.com/loscimientosgt","loscimientosgt",,"Will this end US interfering in other countries? ""House Dems push FEC fr tougher action on foreign election meddling https://t.co/KkJebeVAwS","Thu Nov 09 23:55:25 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/816121734344622086/1483420496","Tue Jan 03 03:19:19 +0000 2017","OFRECER NOTICIAS AL PUBLICO",,,,,,,,,,,"0","27","909","3384","false","816121734344622086","false","false","false","Venezuela","14693","NOTICIAS DE HOY",,"false","https://pbs.twimg.com/profile_images/816124383412547584/wzJkX36r_normal.jpg","","15541","https://twitter.com/actividadnotice","user","https://x.com/actividadnotice","actividadnotice",,"Putin: Russian Doping Scandals Could Be U.S. Election Meddling https://t.co/eb7GfV6j2i https://t.co/rEU0ktCmbg","Thu Nov 09 23:55:07 +0000 2017"
,,,,,,"false","true",,"Wed Oct 11 04:27:43 +0000 2017","",,,,,,,,,,,"0","0","0","66","false","917969938584829952","false","false","false","","8686","yidixue",,"false","https://pbs.twimg.com/profile_images/923149922697752577/WjhmCxvB_normal.jpg","","17583","https://twitter.com/fld12241","user","https://x.com/fld12241","fld12241",,"RT CBSNews ""The House committee investigating Russian meddling in the presidential election interviewed Pres. Trum… https://t.co/59XjG4Eaxd""","Thu Nov 09 23:54:07 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/15012486/1616515622","Thu Jun 05 00:54:31 +0000 2008","Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus",,,,,,"CBSNews.com","http://CBSNews.com","0","23","https://t.co/WWGo4zp06H","0","377","8962939","619","true","15012486","true","false","false","New York, NY","197165","CBS News",,"false","https://pbs.twimg.com/profile_images/1617634745348661249/6YmPYpNd_normal.jpg","","427531","https://twitter.com/CBSNews","user","https://x.com/CBSNews","CBSNews","Business","The House committee investigating Russian meddling in the presidential election interviewed Pres. Trump's former bodyguard. He seems to suggest Russians may have tried to blackmail Trump. @jeffpeguescbs reporting. https://t.co/kk2eTtVb6L","Thu Nov 09 23:49:50 +0000 2017"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/1220741574/1731786483","Tue Feb 26 07:31:01 +0000 2013","grieving widower, grieving dog parent",,,,,,,,,,,"0","43086","1115","3162","true","1220741574","false","false","false","Virginia, USA","1146","linus",,"false","https://pbs.twimg.com/profile_images/1860424374454546432/tjazf4jM_normal.jpg","","15907","https://twitter.com/keyfobz","user","https://x.com/keyfobz","keyfobz",,"@dcresisting ...which is obviously why Trump is stalling the election meddling sanctions DUH #leverage 

When did Americans become so F’ing naïve? Christ.","Thu Nov 09 23:46:27 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/4876893085/1455064298","Mon Feb 08 03:53:06 +0000 2016","I'm on the greatest adventure ~ My Life.",,,,,,,,,,,"0","46850","783","1363","true","4876893085","false","false","false","Regina, Saskatchewan Treaty 4","788","ıllıllı⭐🌟 C͙a͙n͙e͙x͙i͙cana 🌟 ⭐ıllıllı 🌈",,"false","https://pbs.twimg.com/profile_images/696546570322378753/HrkEdit9_normal.jpg","","60896","https://twitter.com/tammy_wesa","user","https://x.com/tammy_wesa","tammy_wesa",,"If @realDonaldTrump meets with #Putin he will NOT pressure #Russia election meddling.  Trump thinks it's a hoax made up by Democrats.","Thu Nov 09 23:39:48 +0000 2017"
,,,,,,"false","true",,"Mon Jan 23 20:51:54 +0000 2017","Musician, tree hugger, loyal husband, father and grandfather. Crusader for truth, justice, and the American way. Loyal member of the resistance",,,,,,,,,,,"0","16965","964","1368","true","823634385010180096","false","false","false","Iowa, USA","817","C Moon",,"false","https://pbs.twimg.com/profile_images/881243140400742404/trz258Ri_normal.jpg","","12599","https://twitter.com/CraigMoon14","user","https://x.com/CraigMoon14","CraigMoon14",,"@SteveKingIA Hmm....were that true you would be disgusted by the Russian meddling in our election and the supporting lies of Donald Trump..Try again with a little more sincerity!","Thu Nov 09 23:21:22 +0000 2017"
,,,,,,"false","true",,"Fri Jul 11 01:20:36 +0000 2014","",,,,,,,,,,,"0","76477","239","101","true","2697074303","false","false","false","","6300","Connie DiEmmanuele",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","90355","https://twitter.com/Mommadocando","user","https://x.com/Mommadocando","Mommadocando",,"House Dems push FEC for tougher action on foreign election meddling https://t.co/fXXN1aQhMB","Thu Nov 09 23:20:59 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/898093159/1593374342","Mon Oct 22 18:02:33 +0000 2012","Scientist▪️Wildlife Ecologist ▪️Conservationist ▪️Teacher ▪️Dad ▪️Husband ▪️Brother ▪️Writer ▪️Ranter. I swear…a lot. Trust science because guessing sucks.",,,,,,"maerzlab.com","https://www.maerzlab.com","0","23","https://t.co/36XIG64YMa","0","19719","1726","749","true","898093159","false","false","false","Athens, GA","671","𓆏 John Maerz 𓆏","1315841882564460545","false","https://pbs.twimg.com/profile_images/1498849574638829577/4aZyEHoO_normal.jpg","","8653","https://twitter.com/MaerzLab","user","https://x.com/MaerzLab","MaerzLab",,"@SykesCharlie Not concerned about candidate who assaulted women, not concerned about foreign meddling in election, not concerned about neonazis, not concerned about deliberate sabotaging of health care ... where were we ... oh yeah, not concerned about deficit, ...
#GOP","Thu Nov 09 23:20:17 +0000 2017"
,,,,,,"true","true","https://pbs.twimg.com/profile_banners/18679574/1642453289","Tue Jan 06 15:34:02 +0000 2009","Award-winning radio station covering Toronto's news and today's talk. A part of Corus Entertainment 🔊 LISTEN LIVE: https://t.co/6twrWXfEIV 📞 TEXT OR CALL:","640toronto.com","http://640toronto.com","115","138","https://t.co/6twrWXfEIV","iheart.com/live/640-toron…","https://www.iheart.com/live/640-toronto-10297/","0","23","https://t.co/WEk4WSYI8b","0","2285","24879","324","true","18679574","false","false","false","Toronto, Canada","15393","640 Toronto",,"false","https://pbs.twimg.com/profile_images/1485671945597247491/crNLBS7t_normal.jpg","","156063","https://twitter.com/am640","user","https://x.com/am640","am640",,"""In retaliation for our alleged meddling in their election, they (the United States) want to create problems in the election of the president of Russia,"" Putin said. https://t.co/LUvJjs4PLo","Thu Nov 09 23:15:14 +0000 2017"
