"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/369043135/1559436925","Tue Sep 06 17:25:28 +0000 2011","""The tweets speak for themselves""☮️ 🏳️‍🌈
She/Her/Hers",,,,,,,,,,,"0","103489","780","1773","true","369043135","false","false","false","Washington, USA","296","Julie Crow",,"false","https://pbs.twimg.com/profile_images/968356195684814848/iNfv9lCH_normal.jpg","","78268","https://twitter.com/nwdem","user","https://x.com/nwdem","nwdem",,"@USAGSessions I find nothing humorous about #Russia meddling in our #election As The US Attorney General, you need to stand up for &amp; protect #America not throw us under the bus w/a shitty joke. #DoYourJob https://t.co/G6xOaqcAOH","Fri Nov 17 23:51:05 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/52458753/1680410904","Tue Jun 30 17:31:48 +0000 2009","https://t.co/O0lIJk9bau","vote.org/am-i-registere…","https://www.vote.org/am-i-registered-to-vote/","0","23","https://t.co/O0lIJk9bau","Instagram.com/just_stasia_","http://Instagram.com/just_stasia_","0","23","https://t.co/ZkQO0tRaGf","0","27851","282","1860","true","52458753","false","false","false","Philadelphia, PA","980","Anastasia",,"false","https://pbs.twimg.com/profile_images/1642386710997745670/rUu5Yici_normal.jpg","","14810","https://twitter.com/Stasia_M","user","https://x.com/Stasia_M","Stasia_M",,"I’m glad he finds a foreign entity meddling in our country’s election to be something to laugh about. https://t.co/3HNhnpQacL","Fri Nov 17 23:44:33 +0000 2017"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/745977702222553088/1715130268","Thu Jun 23 13:51:58 +0000 2016","Educator, Real Estate Agent and Investor, Stock Market Trader. Fight Racism. My tweets are educational, not financial advice. Do your own due diligence!",,,,,,,,,,,"0","27356","3145","3997","false","745977702222553088","false","false","false","Deep State","3209","Dr. Mukasa Ma’at","1823541757264425057","false","https://pbs.twimg.com/profile_images/1788012002368995328/O9Rj0r4__normal.jpg","","43472","https://twitter.com/MukasaAMaat","user","https://x.com/MukasaAMaat","MukasaAMaat",,"Now do we call it cyber warfare, a political coup, foreign installment of a Puppet POTUS, and traitors instead of only election meddling and collusion? What happened was a serious attack that left the nation bent and bowed! https://t.co/g0ZTlB6fEH","Fri Nov 17 23:29:41 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/790019230389248000/1625981794","Sun Oct 23 02:37:17 +0000 2016","ELON IS MY NEW BOSS

Sharing Hot Takes on: Business + Political News.",,,,,,,,,,,"0","41686","71306","60033","false","790019230389248000","true","false","false","Everywhere","37968","POLITICAL HEDGE",,"false","https://pbs.twimg.com/profile_images/1629205355493220354/hasc4yA-_normal.png","","1221016","https://twitter.com/politicalHEDGE","user","https://x.com/politicalHEDGE","politicalHEDGE",,"MUST Read! First Published On 11/12/2017║President Trump shifts stance on Russia election meddling (video) https://t.co/dUcPfqVPYD","Fri Nov 17 23:24:13 +0000 2017"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/1422241538/1721665791","Sun May 12 04:38:36 +0000 2013","Harvard Dad, UCONN Mom, Penn Brother, HBCU Daughter, avi by Cliff San A Jong #StayWoke (in honor of Mike Brown),& #SayHerName creator",,,,,,"page.is/backstorymom1","http://page.is/backstorymom1","0","23","https://t.co/Vr45GDtV7Q","0","990470","9502","10669","true","1422241538","true","false","false","","28195","Backstorymom1","1851715396027494661","false","https://pbs.twimg.com/profile_images/838992872884023297/T1m70OkC_normal.jpg","","1216674","https://twitter.com/Backstorymom1","user","https://x.com/Backstorymom1","Backstorymom1",,"Read This: ""Trump Surrenders to Russia in Syria and Says He Believes Putin’s Election Meddling Denials"" https://t.co/dv56wR7P3k","Fri Nov 17 23:10:27 +0000 2017"
,,,,,,"false","false",,"Tue Jul 26 17:14:11 +0000 2016","Is this a SPY Novel gone AWRY? Or just a temper tantrum in grocery aisle 9? ""I'm not a puppet, You're a puppet!"" ""Two Corinthians walk into a bar...""",,,,,,,,,,,"0","21441","179","693","false","757987389822337024","false","false","false","","49","Roksteady Kaяma 🌀","823938829438582784","false","https://pbs.twimg.com/profile_images/823331277826686976/O_0lmW2r_normal.jpg","","29619","https://twitter.com/RoksteadyKarma","user","https://x.com/RoksteadyKarma","RoksteadyKarma",,"@leila_gardner @jaketapper @KyungLahCNN We got Trump because they didn't overturn last yrs election for Russian meddling. We don't want Moore, but its an albatross &amp; another psycho they have to tolerate.","Fri Nov 17 23:01:46 +0000 2017"
,,,,,,"false","true",,"Tue Jan 31 16:12:33 +0000 2012","We take the pain out of social media for community banks and credit unions. No new systems to buy and no more worries about social media compliance!",,,,,,"cappusocial.com","http://cappusocial.com","0","22","http://t.co/swMdklqhgk","0","0","228","244","false","479640221","false","false","false","Boulder, CO","1","Cappusocial",,"false","https://pbs.twimg.com/profile_images/1794761648/happy_cappuccino_normal.jpg","","53076","https://twitter.com/Cappusocial","user","https://x.com/Cappusocial","Cappusocial",,"Can we stop election meddling? - Toledo Blade https://t.co/LaASq3AH7b","Fri Nov 17 22:47:17 +0000 2017"
,,,,,,"false","true",,"Tue Jan 31 16:12:33 +0000 2012","We take the pain out of social media for community banks and credit unions. No new systems to buy and no more worries about social media compliance!",,,,,,"cappusocial.com","http://cappusocial.com","0","22","http://t.co/swMdklqhgk","0","0","228","244","false","479640221","false","false","false","Boulder, CO","1","Cappusocial",,"false","https://pbs.twimg.com/profile_images/1794761648/happy_cappuccino_normal.jpg","","53076","https://twitter.com/Cappusocial","user","https://x.com/Cappusocial","Cappusocial",,"Can we stop election meddling? - Toledo Blade https://t.co/qB6LqfkhmG","Fri Nov 17 22:46:46 +0000 2017"
,,,,,,"false","true",,"Tue Jul 16 16:25:20 +0000 2013","",,,,,,,,,,,"0","1750","54","313","true","1598749266","false","false","false","Pennsylvania, USA","17","Mary Robinson",,"false","https://pbs.twimg.com/profile_images/786159991413678080/tUDqpeLQ_normal.jpg","","2356","https://twitter.com/MaryRob50162793","user","https://x.com/MaryRob50162793","MaryRob50162793",,"@politico Russian meddling in our election is hilarious. Reminds me of GWB's looking for WMDs under the table. So not funny.","Fri Nov 17 22:41:54 +0000 2017"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/61275540/1480783462","Wed Jul 29 19:34:02 +0000 2009","Drippin in finesse. It don't make no sense.",,,,,,,,,,,"0","383","91","312","false","61275540","false","false","false","Nowhere you can't go in a t-shirt.","318","He Hate Me",,"false","https://pbs.twimg.com/profile_images/1010187114942738434/9s-Mp97__normal.jpg","","11009","https://twitter.com/ishcoachsays","user","https://x.com/ishcoachsays","ishcoachsays",,"I mean...Putin said the same thing about election meddling, so I guess this checks out. https://t.co/hoaS2WCdWW","Fri Nov 17 22:23:32 +0000 2017"
