"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/withheldInCountries/0","text","createdAt"
"true","false","https://pbs.twimg.com/profile_banners/1355892540/1676227585","Tue Apr 16 03:05:27 +0000 2013","Mom to two nearly adult humans. They own my heart. Med/Surg RN OMS at a critical access hospital. I’m here to learn, explore and grow. Molly is my profile pic",,,,,,,,,,,"0","12727","817","1606","false","1355892540","false","false","false","Wisconsin, USA","189","CarlaRN",,"false","https://pbs.twimg.com/profile_images/3545256778/73c045d93c3deaeeac5c768b65a379c7_normal.jpeg","","7433","https://twitter.com/Carla0130","user","https://x.com/Carla0130","Carla0130",,"@mitchellvii @Sayachi2010 So the FBI dropped the investigation int Trump Admin's possible ties to Russia?","Sat Apr 15 23:10:22 +0000 2017"
"true","true","https://pbs.twimg.com/profile_banners/33519870/1595979428","Mon Apr 20 13:59:10 +0000 2009","Columnist for Byline Times. Host of 'The CJ Werleman Show' on YouTube. Activist against Islamophobia. Plz support: https://t.co/pfRnwbDSl0","patreon.com/cjwerleman","https://www.patreon.com/cjwerleman","115","138","https://t.co/pfRnwbDSl0","patreon.com/cjwerleman","https://www.patreon.com/cjwerleman","0","23","https://t.co/pfRnwbDSl0","0","139740","378661","4426","true","33519870","true","false","false","USA","9854","CJ Werleman","1830026764107858054","false","https://pbs.twimg.com/profile_images/1423397717707919363/_NyHFkfs_normal.jpg","","80408","https://twitter.com/cjwerleman","user","https://x.com/cjwerleman","cjwerleman","IN","UK spy agency has handed concrete evidence of collusion between Trump &amp; Russia over to FBI official investigation. https://t.co/jLti5GTHIg","Sat Apr 15 22:57:24 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/2970903594/1542911039","Sat Jan 10 03:17:21 +0000 2015","I challenge racism; Antisemitism; and hate politics. Global Warming. Personal attacks, idiot memes, disinformation and trolls are blocked. Thought is required",,,,,,,,,,,"0","13741","1586","1598","true","2970903594","false","false","false","","982","Dr Lou 🌻","1384509173568737283","false","https://pbs.twimg.com/profile_images/553768037841502208/iyFXtqHq_normal.jpeg","","107752","https://twitter.com/bfs465","user","https://x.com/bfs465","bfs465",,"@politicususa 'Take to street' 2 demand Russia investigation be reported on; to STOP Trump's authority 2 unilaterally order military strikes","Sat Apr 15 22:48:58 +0000 2017"
"false","true",,"Tue Dec 20 01:56:10 +0000 2016","",,,,,,,,,,,"0","2343","280","1652","false","811027380131217408","false","false","false","Florida, USA","769","Doyce Hayth",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","11787","https://twitter.com/doyce_hayth","user","https://x.com/doyce_hayth","doyce_hayth",,"BREAKING: LONG INVESTIGATION COMES TO AN END – THE FBI DISCLOSES CRUCIAL INFO ABOUT TRUMP-RUSSIA CONNECTION https://t.co/Xd8cy9IsIi","Sat Apr 15 22:47:57 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/289118612/1611463502","Thu Apr 28 01:56:15 +0000 2011","Tomthunkit's Mind Diner is open 24/7. All-you-can-eat smorgasbord of hand-picked deliciously sweet tweets for your political palate. Invest ($) in your future",,,,,,"gofund.me/f87dee82","https://gofund.me/f87dee82","0","23","https://t.co/9hCbcig3Ri","0","31137","82553","60914","true","289118612","true","false","false","In Your Mind Now","3121081","Tomthunkit™","1852345066439995428","false","https://pbs.twimg.com/profile_images/1621261829417717760/hOeHkGJk_normal.jpg","","3557450","https://twitter.com/TomthunkitsMind","user","https://x.com/TomthunkitsMind","TomthunkitsMind",,"The Useful Idiot Is No Longer Useful To trump. Therefore, Devin Nunes Steps Aside From House Investigation on Russia https://t.co/WDKF4AYJBD https://t.co/4aqCdcfVX8","Sat Apr 15 22:45:26 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/817552805485543428/1498761300","Sat Jan 07 02:05:53 +0000 2017","Hillary won 2016!!She's the legitimate POTUS! #TheResistance  #StrongerTogether  #StillWithHer. Biden/Harris won in a landslide. No DM'S plez!",,,,,,,,,,,"0","8802","2465","2477","true","817552805485543428","false","false","false","united states","5298","jude",,"false","https://pbs.twimg.com/profile_images/1396528461192253444/5jY3EQVk_normal.jpg","","46636","https://twitter.com/UnitedWeStand82","user","https://x.com/UnitedWeStand82","UnitedWeStand82",,"@SpeakerRyan Wrong stop bashing Obama start a independent investigation on Trump's ties to Russia or u in with it. U r the biggest liar  women hater","Sat Apr 15 22:45:14 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/73730139/1399670901","Sat Sep 12 20:44:32 +0000 2009","I'm outta here! Find me 
@glennbackes.bsky.social",,,,,,,,,,,"0","14073","2068","4152","false","73730139","false","false","false","Sactown","1568","Glenn Backes",,"false","https://pbs.twimg.com/profile_images/1802803640773779456/mdJva_y3_normal.jpg","","42383","https://twitter.com/GlennBackes","user","https://x.com/GlennBackes","GlennBackes",,"'Concrete evidence of collusion between Trump team and Russia' handed to official investigation https://t.co/RCF6WjAlkV","Sat Apr 15 22:42:58 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/763260388750176256/1659042880","Wed Aug 10 06:27:12 +0000 2016","Long a Seattleite ex-Chicagoan, gay, retired, lifelong liberal Dem, Fascism & tRump Resister. Love movies,music, TV,sports,trivia. #BlueVoices #VoteBlue💙🏳️‍🌈",,,,,,,,,,,"0","210893","46648","50134","true","763260388750176256","false","false","false","Seattle, WA","2295","Stephen Wunderlich",,"false","https://pbs.twimg.com/profile_images/1710831934128168960/RCFkNGFz_normal.jpg","","187071","https://twitter.com/StephenWunderl4","user","https://x.com/StephenWunderl4","StephenWunderl4",,"Warner takes Trump-Russia investigation to the masses https://t.co/esWDuDEIG0","Sat Apr 15 22:31:10 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/1924878854/1496578893","Tue Oct 01 22:47:47 +0000 2013","Truth in politics, support term limitations,trump never my President,Progressive thinker(just like the founders of this nation),no monarchy in America!Live Free",,,,,,,,,,,"0","16566","1244","2922","false","1924878854","false","false","false","New Jersey, USA","5","Fran Fiore","846309161935753216","false","https://pbs.twimg.com/profile_images/871364709177597957/FVYMkrRV_normal.jpg","","9378","https://twitter.com/fjfiorejr","user","https://x.com/fjfiorejr","fjfiorejr",,"@funder No investigation is required. The facts speak for themselves. trump and his minions interacted and colluded with putin and Russia to win!","Sat Apr 15 22:28:21 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/735340118228209664/1482263510","Wed May 25 05:22:00 +0000 2016","Democracy Defender, Country over Party, Pro-Science, Pro-Equality, Anti-Prejudicial Discrimination, 🏳️‍🌈ALLY, Cat Whisperer (ok, slave). #RefusePolarization",,,,,,,,,,,"0","48411","1709","2642","false","735340118228209664","false","false","false","United States","3728","E'lyrya Yl'nae✨","1349669842551533570","false","https://pbs.twimg.com/profile_images/742584981772328961/bBIrFNjm_normal.jpg","","42695","https://twitter.com/Elyrya_Ylnae","user","https://x.com/Elyrya_Ylnae","Elyrya_Ylnae",,"WOOT! --  ICYMI: 'Concrete evidence of collusion between Trump team and Russia' handed to official investigation https://t.co/vDTudhUF6J","Sat Apr 15 22:26:49 +0000 2017"
"true","true","https://pbs.twimg.com/profile_banners/832681818981740544/1570392228","Fri Feb 17 20:03:10 +0000 2017","Animal lover and rescuer. Ukrainian-American.
 #ImpeachTrump",,,,,,,,,,,"0","146188","390","173","true","832681818981740544","false","false","false","Charlottesville, VA","507","Lisa Fitzgerald",,"false","https://pbs.twimg.com/profile_images/1060681297629192192/3ZMaNBer_normal.jpg","","98133","https://twitter.com/LisaFitzzzzz","user","https://x.com/LisaFitzzzzz","LisaFitzzzzz",,"Warner takes Trump-Russia investigation to the masses https://t.co/d1gn5KlnGY","Sat Apr 15 22:19:32 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/182969730/1667574468","Wed Aug 25 21:04:44 +0000 2010","",,,,,,,,,,,"0","103","2373","149","true","182969730","false","false","false","","164","A12Cents",,"false","https://pbs.twimg.com/profile_images/1595461725368860685/goENBWWq_normal.jpg","","19197","https://twitter.com/A12Cents","user","https://x.com/A12Cents","A12Cents",,"'Concrete evidence of collusion between Trump team and Russia' handed to official investigation https://t.co/BbYN3tKpd3","Sat Apr 15 22:19:04 +0000 2017"
"true","true","https://pbs.twimg.com/profile_banners/20711504/1523681526","Thu Feb 12 20:01:34 +0000 2009","Bikini Robot Army Founder & Character Assassination Survivor. Comically terrible spy -2014-2019 & subject of a few books by @NYTimes authors + a Pulitzer winner",,,,,,"lcdiinc.systems","https://lcdiinc.systems","0","23","https://t.co/5le0aqHPnY","0","21301","13465","2181","true","20711504","false","false","false","London / Berlin / NYC","728","val broeksmit","1254006990440763393","false","https://pbs.twimg.com/profile_images/1511340532815048709/ZQjjl8bm_normal.jpg","","11245","https://twitter.com/BikiniRobotArmy","user","https://x.com/BikiniRobotArmy","BikiniRobotArmy",,"Finally.
'Concrete evidence of collusion between Trump team and Russia' handed to official investigation https://t.co/JEwWaFRPQG","Sat Apr 15 22:18:30 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/216270430/1556318440","Tue Nov 16 06:47:42 +0000 2010","Due Diligence Connoisseur #NavyVet
#TheResistance #VetsAgainstTrump 
#TrumpRussia #Russiagate #DefendDACA #ArrestTrumpNow #CBD for #PTSD #ResistanceFollowBack",,,,,,,,,,,"0","305080","7489","8482","true","216270430","false","false","false","Kansas City","11465","StockScout1","1022690988534456320","false","https://pbs.twimg.com/profile_images/1331845841/1cREZsyXtAAEDAAIg_3OEDg__.128_normal.png","","336591","https://twitter.com/StockScout1","user","https://x.com/StockScout1","StockScout1",,"Mitch McConnell Joins Trump Cover-Up By Refusing To Appoint Independent Russia Investigation
https://t.co/jfRQDUZgIl https://t.co/IuZQi0BI48","Sat Apr 15 22:15:20 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/61577178/1530716845","Thu Jul 30 19:36:27 +0000 2009","It is summer, but for Trump ""Winter is coming!"" Courteous DMs encouraged! Say hi and whatever means something to you.",,,,,,,,,,,"0","33897","3355","4147","false","61577178","false","false","false","Secaucus, NJ, USA","5666","Klaatu 2 ""I'm baaaaack...""",,"false","https://pbs.twimg.com/profile_images/1014527437290573824/J-5D8UEI_normal.jpg","","119328","https://twitter.com/Helixtwice","user","https://x.com/Helixtwice","Helixtwice",,"'Concrete evidence of collusion between Trump team and Russia' handed to official investigation | The Independent https://t.co/0WKbeT0P8S","Sat Apr 15 22:07:29 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/818501477261922304/1489262684","Mon Jan 09 16:55:34 +0000 2017","Living a simple life with my husband and our schnauzer.",,,,,,,,,,,"0","22423","1154","2981","false","818501477261922304","false","false","false","United States","1223","The Math Spirit",,"false","https://pbs.twimg.com/profile_images/834600367711064065/-IOGRQtp_normal.jpg","","5287","https://twitter.com/DianeThurmanGe1","user","https://x.com/DianeThurmanGe1","DianeThurmanGe1",,"@GreenBowlingPin @InFNsanity @Impeach_D_Trump He's a puppet for Putin &amp; Russia  who is under investigation by the FBI for collusion, it's all starting to unravel. Diversion isn't working https://t.co/sydy1MwBUZ","Sat Apr 15 21:53:28 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/289118612/1611463502","Thu Apr 28 01:56:15 +0000 2011","Tomthunkit's Mind Diner is open 24/7. All-you-can-eat smorgasbord of hand-picked deliciously sweet tweets for your political palate. Invest ($) in your future",,,,,,"gofund.me/f87dee82","https://gofund.me/f87dee82","0","23","https://t.co/9hCbcig3Ri","0","31137","82553","60914","true","289118612","true","false","false","In Your Mind Now","3121081","Tomthunkit™","1852345066439995428","false","https://pbs.twimg.com/profile_images/1621261829417717760/hOeHkGJk_normal.jpg","","3557450","https://twitter.com/TomthunkitsMind","user","https://x.com/TomthunkitsMind","TomthunkitsMind",,"The Useful Idiot Is No Longer Useful To trump. Therefore, Devin Nunes Steps Aside From House Investigation on Russia https://t.co/WDKF4AYJBD https://t.co/mdm1Qy9kkE","Sat Apr 15 21:45:26 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/421688299/1591192314","Sat Nov 26 07:48:47 +0000 2011","I have more interests than time and a loving and beautiful partner. My views are not necessarily the views of my employer. (he/him)",,,,,,,,,,,"0","8523","212","608","true","421688299","false","false","false","Canada","437","Daniel M-Sea","1489762614829666310","false","https://pbs.twimg.com/profile_images/1281329534873137153/UC9WwM2Q_normal.jpg","","5038","https://twitter.com/DanielInFlight","user","https://x.com/DanielInFlight","DanielInFlight",,"'Concrete evidence of collusion between Trump team and Russia' handed to official investigation https://t.co/K3fCqOrov4 via @Independent","Sat Apr 15 21:45:06 +0000 2017"
"true","false","https://pbs.twimg.com/profile_banners/928209073/1486842077","Mon Nov 05 18:57:02 +0000 2012","dux femina facti",,,,,,,,,,,"0","21530","129","289","true","928209073","false","false","false","","49","Sharon☮️",,"false","https://pbs.twimg.com/profile_images/1533549014615990273/iqaho1C4_normal.jpg","","18894","https://twitter.com/sharon_sstokes","user","https://x.com/sharon_sstokes","sharon_sstokes",,"@RepTomMacArthur I would like Trump's tax returns and a House investigation into Trump-Russia ties in my basket, please!!","Sat Apr 15 21:39:29 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/2654302482/1417071641","Thu Jul 17 17:00:56 +0000 2014","Academic, dilettante photographer, runner, writer, 柔術; not exactly in this order. 'A page of history is worth a volume of logic'
RTs/follows ≠ endorsements",,,,,,"argo-traveller.blogspot.com","http://argo-traveller.blogspot.com","0","23","https://t.co/DTtIG3mYXE","0","1283","623","2543","false","2654302482","false","false","false","Exeter, UK","100","voicu ion",,"false","https://pbs.twimg.com/profile_images/840659918667579392/znSpoPjz_normal.jpg","","12623","https://twitter.com/sivoicu","user","https://x.com/sivoicu","sivoicu",,"'Concrete evidence of collusion between Trump team and Russia' handed to official investigation https://t.co/WMFNubNqRP","Sat Apr 15 21:38:10 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/826964097765875712/1486079648","Thu Feb 02 01:22:59 +0000 2017","",,,,,,"buzzy.digital","http://buzzy.digital","0","23","https://t.co/BvWD6GwfVI","0","0","53","11","false","826964097765875712","false","false","false","Manhattan, NY","627","Buzzy Digital",,"false","https://pbs.twimg.com/profile_images/827303868006539265/cPFsuaXd_normal.jpg","","25969","https://twitter.com/buzzy_digital","user","https://x.com/buzzy_digital","buzzy_digital",,"'Concrete evidence of collusion between Trump team and Russia' handed to official investigation https://t.co/heVZnPOI7W","Sat Apr 15 21:34:01 +0000 2017"
"false","false","https://pbs.twimg.com/profile_banners/21539304/1730288592","Sun Feb 22 02:48:01 +0000 2009","",,,,,,,,,,,"0","10212","1101","4086","true","21539304","false","false","false","Chicago, IL","3749","ChicagoV™","1859035329438904594","false","https://pbs.twimg.com/profile_images/1851590627940503552/sjjzXPH1_normal.jpg","","175900","https://twitter.com/_ChicagoV_","user","https://x.com/_ChicagoV_","_ChicagoV_",,"🍿🍿🍿 ""Concrete evidence of collusion between Trump team and Russia handed to official investigation https://t.co/ltfHlARCTg""","Sat Apr 15 21:25:22 +0000 2017"
"true","true",,"Thu Oct 11 05:27:52 +0000 2007","",,,,,,,,,,,"0","227038","3330","1380","true","9369062","true","false","false","","33255","忍者の神 Marxist-Yeagerist ⌬","1495604275698884613","false","https://pbs.twimg.com/profile_images/32925782/flickrme_normal.jpg","","296874","https://twitter.com/delmoi","user","https://x.com/delmoi","delmoi",,"@urknighterrant @Hypeocracy @TRBN8D @NYMag The FBI publicly acknowledged it had investigated Trump, but said the investigation turned up nothing linking him to Russia.","Sat Apr 15 21:03:43 +0000 2017"
"false","true",,"Fri Mar 13 14:54:10 +0000 2009","",,,,,,,,,,,"0","3","26","16","false","24183309","false","false","false","","41","Max",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","2577","https://twitter.com/mobuszewski","user","https://x.com/mobuszewski","mobuszewski",,"'Concrete Evidence of Collusion Between Trump Team and Russia' Handed to Official Investigation https://t.co/Qvlq3SN2Qe","Sat Apr 15 20:51:57 +0000 2017"
"false","true","https://pbs.twimg.com/profile_banners/289118612/1611463502","Thu Apr 28 01:56:15 +0000 2011","Tomthunkit's Mind Diner is open 24/7. All-you-can-eat smorgasbord of hand-picked deliciously sweet tweets for your political palate. Invest ($) in your future",,,,,,"gofund.me/f87dee82","https://gofund.me/f87dee82","0","23","https://t.co/9hCbcig3Ri","0","31137","82553","60914","true","289118612","true","false","false","In Your Mind Now","3121081","Tomthunkit™","1852345066439995428","false","https://pbs.twimg.com/profile_images/1621261829417717760/hOeHkGJk_normal.jpg","","3557450","https://twitter.com/TomthunkitsMind","user","https://x.com/TomthunkitsMind","TomthunkitsMind",,"The Useful Idiot Is No Longer Useful To trump. Therefore, Devin Nunes Steps Aside From House Investigation on Russia https://t.co/WDKF4AYJBD https://t.co/7gyyDsWtHm","Sat Apr 15 20:45:25 +0000 2017"
"false","true",,"Thu Mar 10 01:58:04 +0000 2011","I am a HAH provider, humor and health, speaker and workshop leader, a coach to midlife women and a writer.  LIve Life Full Out is my mantra!",,,,,,"MorganaMorgaine.com","http://MorganaMorgaine.com","0","22","http://t.co/daAotJVU19","0","70","19","28","false","263445936","false","false","false","Asheville and elsewhere","87","Morgana Morgaine",,"false","https://pbs.twimg.com/profile_images/1380587687/MM_blog_photo_professional_normal.jpg","","1848","https://twitter.com/bellyhoot","user","https://x.com/bellyhoot","bellyhoot",,"Demand a full &amp; fair Trump-Russia investigation now! #resist #InvestigateTrump https://t.co/ktwmS7VnK5 @moveon It is time..demand it","Sat Apr 15 20:40:51 +0000 2017"
