"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/description/urls/3/display_url","author/entities/description/urls/3/expanded_url","author/entities/description/urls/3/indices/0","author/entities/description/urls/3/indices/1","author/entities/description/urls/3/url","author/entities/description/urls/4/display_url","author/entities/description/urls/4/expanded_url","author/entities/description/urls/4/indices/0","author/entities/description/urls/4/indices/1","author/entities/description/urls/4/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
"false","true",,"Mon Jan 29 20:46:35 +0000 2018","#FilAm #FilipinoAmazing #FilipinoAmerican #FilipinaAmerican #Filipinx #Immigrant #Resist #BrownLivesMatter #StopAAPIhate #StopAsianHate",,,,,,,,,,,,,,,,,,,,,,,,,,"filam.one","http://filam.one","0","23","https://t.co/5k9SGT5jPW","0","40","437","475","false","958078945223520256","false","false","false","California, USA","5212","FIL AM🇵🇭🇺🇸",,"false","https://pbs.twimg.com/profile_images/1223073778340515840/yQMRCsb0_normal.jpg","","8883","https://twitter.com/FILAM_one","user","https://x.com/FILAM_one","FILAM_one",,"Trump keeps up attacks on escalating Russia investigation https://t.co/3QBfjweaqZ https://t.co/acHKsLZRgX","Thu Mar 22 23:34:34 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/514002030/1566432709","Sun Mar 04 05:58:17 +0000 2012","White House Producer/Multi-Platform Reporter @CBSNews; @WHCA Board Member; @TakeoutPodcast & “Agent of Betrayal” Producer. DM for Signal/WhatsApp",,,,,,,,,,,,,,,,,,,,,,,,,,"cbsnews.com","https://www.cbsnews.com/","0","23","https://t.co/MH1fwGGxe6","0","7829","16647","2502","false","514002030","false","false","false","Washington, DC","1645","Sara Cook",,"false","https://pbs.twimg.com/profile_images/1544879794604605447/iS6AzVU1_normal.jpg","","14652","https://twitter.com/saraecook","user","https://x.com/saraecook","saraecook",,"In some non-Bolton news, Victoria Toensing joins her husband Joseph diGenova on Trump's legal team for the Russia probe. She's represented Mark Corallo, Sam Clovis, and Erik Prince in the Mueller investigation, and has called for a second special counsel to investigate Mueller https://t.co/BFtZEzTuR8","Thu Mar 22 23:32:55 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/819995381194854400/1538200702","Fri Jan 13 19:51:48 +0000 2017","True Blue American. Supporter of the liberal world order.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","34780","1837","723","true","819995381194854400","true","false","false","Berkeley, CA","3853","Thomas Wood 🇺🇸 🌊 🇺🇦",,"false","https://pbs.twimg.com/profile_images/839950720921042944/RpMByfE8_normal.jpg","","63601","https://twitter.com/twoodiac","user","https://x.com/twoodiac","twoodiac",,"“The attribution of Guccifer 2.0 as an officer of Russia’s largest foreign intelligence agency brings the investigation closer to the Kremlin’s doorstep—and to Trump himself.” https://t.co/WbqDELEO8n","Thu Mar 22 23:32:23 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/14915067/1726661100","Tue May 27 00:46:57 +0000 2008","WITF News is an award-winning news team in Central Pa. Find us at 89.5 & 93.3 FM or https://t.co/zxhdOFpX8V.
Follow @witf for programs & events. WITF is a Pennon org.","witf.org","http://witf.org","84","107","https://t.co/zxhdOFpX8V",,,,,,,,,,,,,,,,,,,,,"witf.org/news","https://www.witf.org/news","0","23","https://t.co/SYhvCakElM","0","5623","22241","621","false","14915067","false","false","false","Central Pennsylvania","51708","WITF news",,"false","https://pbs.twimg.com/profile_images/1859981250955481089/4xYjpT4I_normal.jpg","","181329","https://twitter.com/witfnews","user","https://x.com/witfnews","witfnews",,"President Donald Trump's lead lawyer in the special counsel's Russia investigation has resigned amid a shake-up of the president's legal team.

https://t.co/AeZgbalKTO https://t.co/L8aAuxVrKy","Thu Mar 22 23:30:21 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/152325111/1693235498","Sat Jun 05 16:51:16 +0000 2010","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","54813","772","2029","true","152325111","true","false","false","","323","👤","1803509081271132635","false","https://pbs.twimg.com/profile_images/1114514476240338945/lBuistfX_normal.png","","61688","https://twitter.com/1MikeBrown","user","https://x.com/1MikeBrown","1MikeBrown",,"Mueller’s office declined to comment for this story. But the attribution of Guccifer 2.0 as an officer of Russia’s largest foreign intelligence agency would cross the Kremlin threshold—and move the investigation closer to Trump himself. https://t.co/URE7MSL3ix via @thedailybeast","Thu Mar 22 23:27:42 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/163634745/1730918227","Tue Jul 06 22:45:29 +0000 2010","“ When a Clown moves into the Palace, he doesn’t become a King, The Palace becomes a Circus” -Turkish proverb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","397602","2204","3617","true","163634745","false","false","false","Kansas","17764","Sko Hayes","1220772192004247552","false","https://pbs.twimg.com/profile_images/1854231549668888582/vgCSfVQc_normal.jpg","","442321","https://twitter.com/skohayes","user","https://x.com/skohayes","skohayes",,"""The attribution of Guccifer 2.0 as an officer of Russia’s largest foreign intelligence agency would cross the Kremlin threshold—and move the investigation closer to Trump himself."" https://t.co/EngOT4PkIf via @thedailybeast","Thu Mar 22 23:27:34 +0000 2018"
"false","true",,"Wed Mar 21 10:36:30 +0000 2018","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","5","134","776","false","976407194118819840","false","false","false","","3","jefferson",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","426","https://twitter.com/jeffdfid","user","https://x.com/jeffdfid","jeffdfid",,"""Should President Trump testify in the Russia Investigation or ""take the fifth""?"" https://t.co/nwUKGLsL2g","Thu Mar 22 23:26:52 +0000 2018"
"false","false","https://pbs.twimg.com/profile_banners/18338516/1668344780","Tue Dec 23 18:11:59 +0000 2008","Mother. Writer. Gender violence awareness. Restorative Justice. Radical Black Feminist. Cancer 🌞/Scorpio 🌙. She/Her/Ella. ♥️ 🇨🇷  Instagram ➡️ @sillaiabrams",,,,,,,,,,,,,,,,,,,,,,,,,,"sillaiabrams.com","http://sillaiabrams.com","0","23","https://t.co/JssWoFSrqq","0","6109","10249","581","true","18338516","false","false","false","Healing","3034","Sil Lai Abrams AKA Alecto ALT: A Woman Finding ☮️","1594137144347725824","false","https://pbs.twimg.com/profile_images/1571960690985795587/wASJWQZn_normal.jpg","","27628","https://twitter.com/Sil_Lai","user","https://x.com/Sil_Lai","Sil_Lai",,"Guessing the hiring of Bolton is going to pave the way for Trump to attack Iran or North Korea in order to distract from the Russia investigation. It's basically like the film Wag the Dog, but IRL. https://t.co/m5XyaG2jFS","Thu Mar 22 23:24:27 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/22803994/1391128297","Wed Mar 04 17:32:16 +0000 2009","People Need Change | Hip Hop Lifestyle Radio | # 1 Source for Hip Hop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","8137","17983","2777","false","22803994","false","false","false","Brooklyn, NY","987","PNC Radio",,"false","https://pbs.twimg.com/profile_images/1206911671/ss1_normal.jpg","","23059","https://twitter.com/PNCRadio","user","https://x.com/PNCRadio","PNCRadio",,"@Bim_Star Without Dossier their is still an investigation. Carter Page and Manafort have been involved with Russia for years. Page was warned by FBI about Russian contacts before joining Trump campaign. If I start hanging out with criminals I will get swept up in their ish regardless","Thu Mar 22 23:21:14 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/870301886544568321/1660441218","Thu Jun 01 15:31:53 +0000 2017","European (parody)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","195461","1617","2043","true","870301886544568321","false","false","false","your mom (parody)","8987","Musketeer (parody)","1542957353355591680","false","https://pbs.twimg.com/profile_images/1558629555191029761/im97bHXg_normal.jpg","","32966","https://twitter.com/2BorNutB","user","https://x.com/2BorNutB","2BorNutB",,"'...  the attribution of Guccifer 2.0 as an officer of Russia’s largest foreign intelligence agency would cross the Kremlin threshold—and move the investigation closer to Trump himself.'

hence the panic? https://t.co/4aFJb7ho08","Thu Mar 22 23:20:41 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/44559480/1695705149","Thu Jun 04 06:14:34 +0000 2009","Healthcare PR re-imagined. Not all content client-related. Get the top health stories emailed to your inbox daily: https://t.co/JUdO4CT8CU","bit.ly/dailymedical","http://bit.ly/dailymedical","115","138","https://t.co/JUdO4CT8CU",,,,,,,,,,,,,,,,,,,,,"palin.com.au","http://www.palin.com.au","0","23","https://t.co/VVryxPmt48","0","2778","2786","3451","true","44559480","false","false","false","Sydney","1085","Palin Communications",,"false","https://pbs.twimg.com/profile_images/1054137502468988928/wL8EvYJp_normal.jpg","","12615","https://twitter.com/PalinComm","user","https://x.com/PalinComm","PalinComm",,"@fleishmanAU @gikin1 @TourismAus Because anecdotally there is clear evidence (Eg FB meddling and fake news in US election) that BS detectors at an all time low.","Thu Mar 22 23:57:21 +0000 2018"
"false","true",,"Thu Feb 02 19:22:59 +0000 2012","Happy soul. peaceful. philanthropy demonstrates the best qualities in humanity. Believer in good people.. liker of sports & politics/Xfinity Sales",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","16151","227","897","true","481445239","false","false","false","Chicago, IL","121","Henry Gonzalez",,"false","https://pbs.twimg.com/profile_images/1451514539795750919/TRYopwW__normal.jpg","","4493","https://twitter.com/HenryGonzalez66","user","https://x.com/HenryGonzalez66","HenryGonzalez66",,"When Special Counsel Robert Mueller finishes his in-depth investigation into election meddling and starts indicting scumbags all over the place, #ItsMuellerTime is going to be one heck of a trending hashtag","Thu Mar 22 23:53:19 +0000 2018"
"false","true",,"Mon Mar 12 17:19:34 +0000 2018","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","486","34","48","false","973247135960522752","false","false","false","","49","TYT Criticisms",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","877","https://twitter.com/TYTCritic","user","https://x.com/TYTCritic","TYTCritic",,"@TheYoungTurks @cenkuygur
@AnaKasparian cover British Company using American citizens data to influence our election but don't use terms like ""meddling"" or ""collusion"" because it's not Russia #tytlive
https://t.co/tyOPFJBpDx","Thu Mar 22 23:51:46 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/289118612/1611463502","Thu Apr 28 01:56:15 +0000 2011","Tomthunkit's Mind Diner is open 24/7. All-you-can-eat smorgasbord of hand-picked deliciously sweet tweets for your political palate. Invest ($) in your future",,,,,,,,,,,,,,,,,,,,,,,,,,"gofund.me/f87dee82","https://gofund.me/f87dee82","0","23","https://t.co/9hCbcig3Ri","0","31137","82552","60913","true","289118612","true","false","false","In Your Mind Now","3121081","Tomthunkit™","1852345066439995428","false","https://pbs.twimg.com/profile_images/1621261829417717760/hOeHkGJk_normal.jpg","","3557450","https://twitter.com/TomthunkitsMind","user","https://x.com/TomthunkitsMind","TomthunkitsMind",,"Fmr. CIA officer @nedprice explains why he believes the Obama administration responded to Russia's election meddling well when ""there were no good options"" https://t.co/EpI5hpbsju","Thu Mar 22 23:47:24 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/18247062/1696268589","Fri Dec 19 18:04:57 +0000 2008","A conservative non-partisan educational foundation promoting transparency, accountability, & integrity in government. Follow us on FB & Instagram: judicialwatch",,,,,,,,,,,,,,,,,,,,,,,,,,"jwatch.us/prmMwg","http://jwatch.us/prmMwg","0","23","https://t.co/5jmPRuECas","0","1430","2194638","1720","false","18247062","true","false","false","Washington, DC","29257","Judicial Watch ⚖️","1861153111055691880","false","https://pbs.twimg.com/profile_images/1564371419307409408/8nktWC02_normal.jpg","","105760","https://twitter.com/JudicialWatch","user","https://x.com/JudicialWatch","JudicialWatch","Business","Demanding answers: Judicial Watch filed a FOIA lawsuit w/ the State Dept for the truth about the improper #unmasking, leaking, &amp; other efforts tied to Obama UN Ambassador Samantha Power's involvement in the probe into Russian meddling in the 2016 election. https://t.co/Z2NqyyRtLQ","Thu Mar 22 23:45:00 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/520888744/1525174404","Sun Mar 11 01:16:26 +0000 2012","Husband and Dad. Politics geek. Virginian since 2001. Ex-Georgia, Florida, Texas, Pennsylvania.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1114","2172","1933","true","520888744","false","false","false","Richmond, VA","418","Craig Carper",,"false","https://pbs.twimg.com/profile_images/991277035912867841/7almt-UQ_normal.jpg","","4225","https://twitter.com/Craig_Carper","user","https://x.com/Craig_Carper","Craig_Carper",,"Speaking to a packed house at @urichmond, @KarlRove tells audience “We all ought to be concerned about the Russian meddling in the 2016 election.”

“The Russians started meddling in the election when Donald trump was an orange dot on the horizon.” @wcve https://t.co/6Ju5fxRpH8","Thu Mar 22 23:39:34 +0000 2018"
"false","true",,"Tue Feb 27 16:17:06 +0000 2018","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","2460","11","86","false","968520375775744001","false","false","false","","503","Hydrophobic Frog",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","1217","https://twitter.com/pSHANE_d","user","https://x.com/pSHANE_d","pSHANE_d",,"Yes Julian there certainly is !! UK election meddling anyone ? I say Sanctions on the UK !! 🐸☔️🇺🇸🇺🇸🇺🇸 https://t.co/GDJ0eTLhpz","Thu Mar 22 23:37:15 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/836764484391796737/1493598721","Wed Mar 01 02:26:14 +0000 2017","Fiscal Conservative/Socially moderate.
MPA MIS. 16 years in computers.
Alt Rock w an Edge/ Classic and Today Punk Music.
DC Comics. RPG games.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","45486","896","1455","true","836764484391796737","false","false","false","Illinois, USA","2015","Stumandu","1454604908867563524","false","https://pbs.twimg.com/profile_images/1233280468914704384/5C9jDFSq_normal.jpg","","51705","https://twitter.com/Entendre667","user","https://x.com/Entendre667","Entendre667",,"Down to Mueller vs Horowitz. Much was debunked. Much of the old guard is now gone

House intel committee formally closes Russia election-meddling probe https://t.co/pmrhLJoRmh via @washtimes","Thu Mar 22 23:34:59 +0000 2018"
"false","true",,"Fri Jul 14 21:16:07 +0000 2017","Bio=pro bio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","66044","153","1591","false","885971192473149441","false","false","false","","0","Kalaamandy Acceentee",,"false","https://pbs.twimg.com/profile_images/999816219174699008/zdN6AaHP_normal.jpg","","110601","https://twitter.com/acceentee","user","https://x.com/acceentee","acceentee",,"@RawStory Bolton also says Russia don't leave finger prints so no election meddling!!","Thu Mar 22 23:34:36 +0000 2018"
"true","true",,"Sun Oct 03 14:30:44 +0000 2010","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","7532","108","251","false","198158471","false","false","false"," 28 Rue Montcalm 14000 Caen","7","Adeogun Kayode",,"false","https://pbs.twimg.com/profile_images/1142594225/Video_call_snapshot_2_normal.png","","5702","https://twitter.com/omonive","user","https://x.com/omonive","omonive",,"@naijcom @MBuhari What is their business with our election or government, they are talking about Russia 🇷🇺 meddling in election, are they not mad to want to involve themselves in our affairs?","Thu Mar 22 23:30:15 +0000 2018"
"true","false","https://pbs.twimg.com/profile_banners/944552130/1723607325","Mon Nov 12 20:47:41 +0000 2012","you had the power all along, my dear.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","180799","932","1168","true","944552130","false","false","false","New York, USA","2008","And 🪷",,"false","https://pbs.twimg.com/profile_images/1711374963327004672/jdWO4I50_normal.jpg","","74688","https://twitter.com/a23ryan","user","https://x.com/a23ryan","a23ryan",,"@marcorubio @POTUS Gee, his *inner circle* is so concerned by POTUS' pro-Russia stance despite Russia meddling in our election &amp; deploying nerve agents in Britain AND a Special Counsel investigating him for conspiracy against the US. But by all means, this R congress should do NOTHING but deflect.","Thu Mar 22 23:19:17 +0000 2018"
"true","true","https://pbs.twimg.com/profile_banners/871946568718581761/1496805686","Tue Jun 06 04:27:16 +0000 2017","Just want some sanity back in the world. What the hell's gone wrong?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","1007","61","27","false","871946568718581761","false","false","false","China, Canada","367","Toubkal Man","1007825837759107072","false","https://pbs.twimg.com/profile_images/874125179013668866/WRGtRL-K_normal.jpg","","7894","https://twitter.com/toubkalman","user","https://x.com/toubkalman","toubkalman",,"@realDonaldTrump And as President, you pledged to protect your country from attack:

And yet:
1. No admission, nor condemnation, of Russia's meddling in the election
2. No plan at all for preventing future meddling
3. VERY late enforcement of sanctions
4. Silence after Putin's nuke video

OWNED.","Thu Mar 22 23:13:58 +0000 2018"
"false","true","https://pbs.twimg.com/profile_banners/15922214/1610644904","Wed Aug 20 19:53:31 +0000 2008","Breaking news, reporter tweets and analysis from the Source for News on Capitol Hill since 1955. Instagram: https://t.co/ZFMIdCppoH","instagram.com/rollcall/","https://www.instagram.com/rollcall/","108","131","https://t.co/ZFMIdCppoH",,,,,,,,,,,,,,,,,,,,,"rollcall.com","http://www.rollcall.com","0","23","https://t.co/MDNRLFUEEN","0","1593","354359","1548","true","15922214","true","false","false","Washington, D.C.","19942","Roll Call",,"false","https://pbs.twimg.com/profile_images/875811552221421568/nA_qp1qB_normal.jpg","","145497","https://twitter.com/rollcall","user","https://x.com/rollcall","rollcall",,"From the archives: While Bolton was being considered for deputy secretary of State in 2016, he questioned the notion that Russian meddling had influenced the presidential election. https://t.co/LkUaonNjTm","Thu Mar 22 23:08:18 +0000 2018"
