author/fastFollowersCount,favourites_count,followers_count,author/following,name,uid,listed_count,author/userName,content,createdb,favoritecount,viewCount,retweetcount,replycount,quoteCount,bookmarkCount,media,avatar,init_att
0,3868,14211,74,Masculine Based,1703587467784282112,3029,MasculineBased,@MarioNawfal Chaos abroad reminds us why strong steady leadership like Trump’s is crucial for America.,2024/11/30 23:53:52,1,282.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1703587467784282112/1706465740,0.1999999999999999
0,550,74,284,Alexander Joseph,1842777882315104256,380,realAlexanderBR,@MarioNawfal He went straight to hell shortly after. An air strike sent him to hell in pieces 🤣😂 @MarioNawfal who’s behind the foreign interference and all these terrorists organizations? Isn’t it the U.S. and Israel? Trump said Obama is the founder of ISIS and Hillary was the co founder!,2024/11/30 23:45:07,0,35.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1842777882315104256/1729482809,0.0890625
0,54337,188,98,Joe,1101059373915402240,7316,Joe46791334,@MarioNawfal He stayed out by interviewing Trump and Vance. Right! He might have interviewed Harris if she had been reasonable about preconditions.,2024/11/30 23:40:27,0,33.0,0,0,0,0,,,0.2785714285714286
0,604,97,79,Vincenzo the madman,1693412728554020864,5444,MadmanVinc76979,@MarioNawfal Trump killed Coca Cola,2024/11/30 23:40:08,0,5.0,0,0,0,0,,,0.2
0,154067,3703,7070,@strhon2018,996900148704874497,145581,strhon2018,@MarioNawfal They do have a right to form their own trading partnership and conduct business in whatever currency the members agree to.  I think Trump is overstepping free trade and how these sovereign countries wish to conduct their business.,2024/11/30 23:39:39,1,49.0,0,0,0,0,,,0.4285714285714285
0,319327,5851,6002,mac,1295095944455901191,19130,goobs23nhs,@MarioNawfal Trump will follow suit,2024/11/30 23:33:33,3,193.0,0,0,0,0,,,0.0
0,519,10921,24,MELANIA TRUMP --- PRESS RELEASE (Parody),4656889284,13163,MelaniaTrumpX,"@MarioNawfal Milei's on fire. Giving the power back to the people, just like Trump did for America.",2024/11/30 23:32:41,32,1268.0,1,0,0,0,,https://pbs.twimg.com/profile_banners/4656889284/1729016891,0.0
0,7898,92,966,The Real_David Feld 🇺🇸 🇮🇱 🇺🇦,884841854616907776,6812,KCYogaCorral,"@MarioNawfal Cutting ties with Trump was a morally correct decision. 
https://t.co/gzGwElynSw",2024/11/30 23:32:13,0,7.0,0,0,0,0,https://pbs.twimg.com/ext_tw_video_thumb/1765456522656518144/pu/img/07jToxQ4JKqt2RFr.jpg,https://pbs.twimg.com/profile_banners/884841854616907776/1604507677,0.3
0,170,538,1030,Me,468311479,23161,XHQAI,"@MarioNawfal Wasn’t the whole idea of BRiCS was to get away from the $ and use an alternative currency. Trump will simply push more countries in to joining what is now a powerful growing entity for joint trade.
Maybe the EU will be next to join! 😂
🤓",2024/11/30 23:24:08,0,16.0,0,0,0,0,,,0.2
0,41908,298,1042,Rosher26,141467460,30674,Rosherr26,@MarioNawfal Hahaha! What a joke! Mr Trump,2024/11/30 22:59:26,1,3.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/141467460/1387217345,0.3125
0,3159,1615,298,J.D. Quinty,4855014389,5049,RealJDQuinty,@MarioNawfal Trump has arrived https://t.co/1X2eqQw85Q,2024/11/30 22:50:51,0,27.0,0,0,0,0,https://pbs.twimg.com/media/GdquANOWcAAxXh6.jpg,https://pbs.twimg.com/profile_banners/4855014389/1730171408,0.0
0,2191,1777,1581,President Of Mars,1856676221486280704,925,TokenizedHumor,"@MarioNawfal Try to touch them, and you are called a criminal",2024/11/30 22:38:17,0,84.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1856676221486280704/1732460341,0.4
0,3435,88,10,landcat,1627474624500928517,2684,rocha_salve,@MarioNawfal Trump has to impose sanctions on these communist dictators in Brazil who persecute opponents.,2024/11/30 22:38:16,0,3.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1627474624500928517/1721525905,0.0
0,82,0,10,G F,2532588860,36,gfurlongjr,@MarioNawfal @ginacarano My Instagram  and Tik Tok accounts were illegal within 2 days of Trump being elected. Someone's feelings got hurt?,2024/11/30 22:37:18,0,7.0,0,0,0,0,,,0.5
0,12136,195,333,A bird told me,1586745998008778753,6240,uptoherewithit,@MarioNawfal I reckon she likes Trump 👍,2024/11/30 22:32:27,0,163.0,0,0,0,0,,,0.0
0,132,41,163,Just a Guy,1824960756275630080,1316,HereToHaveFuuun,@MarioNawfal It’s amazing the difference it makes when Trump can speak for himself vs the Democrats mainstream propagandists putting words in his mouth.,2024/11/30 22:25:11,0,11.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1824960756275630080/1731643676,0.6000000000000001
0,77322,1485,1249,quinn,857437594006638592,51796,orthodox1993,@MarioNawfal Trump cannot stop brics,2024/11/30 22:22:36,1,48.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/857437594006638592/1719775764,0.0
0,12090,1478,2114,Nextstep,1450511781353320454,3867,NextstepNft,@MarioNawfal We need Trump in office.,2024/11/30 22:10:54,0,23.0,0,0,0,0,,,0.0
0,45828,639,519,Scorpchikk🇨🇦✌🏻,1709051503376543744,16641,scorpchickk99,@MarioNawfal #TrudeauMustResign!!!  He’s the most hated PM ever. He’s scared of Trump because Trudeau is a weak man who enacted the #EmergenciesAct on every citizen in Canada. Froze #PeacefulProtestors their right to do so. Never mind the people jailed for #Misdemeanours #Coutts #TamaraLich,2024/11/30 22:01:27,0,16.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1709051503376543744/1715416497,0.1223214285714285
0,87268,5092,3168,Glenda Galvez🔸,799044177459838976,130503,GlendaGalvez4,"@MarioNawfal Trust me…I am not being “catty”, but very serious: if there are women out there who are “rushing to get sterilized” because of the Trump victory…be relieved..do not be upset. These women would be the ones who raise warped, trans/whatever/serial killers..allow Nature to take",2024/11/30 21:57:31,72,1291.0,2,8,0,0,,https://pbs.twimg.com/profile_banners/799044177459838976/1523712858,0.4333333333333333
0,9274,215,353,Kerly De La Cruz,1850481130002337792,1986,Kerlydelacruzz,"@MarioNawfal Wait, what? Now, who eats who is on the table? I know he is big daddy Trump, but damn just let it go... 
Most men who approach me are intrigued by how strong I am. Cinderella? talking nonsensical vomit, they want to have good men with no effort.",2024/11/30 21:52:37,0,15.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1850481130002337792/1732507534,0.4083333333333333
0,144174,1107,5101,cy_nuris,56409050,55503,Nuris01,@MarioNawfal Trump effect,2024/11/30 21:50:28,0,22.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/56409050/1685817271,0.0
0,2375,318,434,Taseen Choudhury,1259481323368001537,352,Taseenchoudhury,@MarioNawfal Trump is gonna fire him if he doesn’t get his original Coca Cola https://t.co/iIlmNStXo8,2024/11/30 21:47:40,2,66.0,1,0,0,0,https://pbs.twimg.com/tweet_video_thumb/GdqfiUaXIAADMte.jpg,,0.375
0,15532,5023,7295,Blu-Berri 4 TRUMP,1647249004617510912,11172,Blu2Berri,@MarioNawfal I would never trust any Coke from Mexico.,2024/11/30 21:47:07,0,250.0,0,2,0,0,,https://pbs.twimg.com/profile_banners/1647249004617510912/1699206313,0.0
0,31386,14092,6324,GABRIEL 🪽,1510349734896099328,41998,TheGabriel72,"@MarioNawfal While some women are choosing sterilization out of fear, it's worth considering that Trump's presidency might actually empower those who feel strongly about their reproductive choices. By pushing for personal responsibility, this could be seen as individuals taking control over",2024/11/30 21:43:39,2,703.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1510349734896099328/1732775612,0.1833333333333333
0,41094,444811,131416,aka,1446465174,89567,akafacehots,@MarioNawfal They blame President Trump somehow LOL,2024/11/30 21:40:16,17,1285.0,1,2,0,1,,https://pbs.twimg.com/profile_banners/1446465174/1689301676,0.8
0,1707,1368,1423,Citizen Report 🇬🇧🇺🇸,1667463215771418624,1672,CitizenReportHQ,@MarioNawfal Trump made Trudeau blow him.,2024/11/30 21:33:26,0,23.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1667463215771418624/1732252881,0.0
0,24066,19625,19337,Kai Madison Trump 🇺🇸 parody,4045164327,32115,KaiTrumpJr,@MarioNawfal What a fight off,2024/11/30 21:33:15,0,37.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/4045164327/1732566023,0.0
0,1952,259,169,Tony Geluz,1163886107701809152,6827,GeluzTony,"@MarioNawfal look at that smile on Trump.
he is truly enjoying himself.",2024/11/30 21:28:04,0,48.0,0,0,0,0,,,0.4
0,9009,289,1186,OldTabbyBoy,1607028349137813505,7123,OldTabbyBoy,@MarioNawfal They're handing a sack of sheet to Trump...,2024/11/30 21:26:48,0,4.0,0,0,0,0,,,0.0
0,352319,740,444,Ciri,3002025275,80741,ciri2019,"@MarioNawfal These ""rebels"" are terrorists and radical Islamists, it's the exact same attempt by the Biden administration to change a regime as the failed attempt by the Obama administration. These are the same people that are now desperate to achieve something before Trump takes office.",2024/11/30 21:26:36,2,183.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/3002025275/1644515492,0.1699999999999999
0,101065,15476,1949,Bruce McGonigal,1519066468633047040,45018,bruce_mcgonigal,"@MarioNawfal Trudeau's CBC was comparing Trump to Hitler &amp; MAGA to NAZIs during the election.

Funny how all that changed... https://t.co/e1F9vGEGLR",2024/11/30 21:24:35,9,167.0,4,0,0,0,https://pbs.twimg.com/media/GdqaHz0WwAAhr3Z.jpg,https://pbs.twimg.com/profile_banners/1519066468633047040/1718477944,0.25
0,31386,14092,6324,GABRIEL 🪽,1510349734896099328,41998,TheGabriel72,"@MarioNawfal Michigan’s flag stunt led to a post-game brawl, highlighting a lack of respect and sportsmanship. Trump’s focus on discipline and respect could help restore the values college football should represent.",2024/11/30 21:23:26,3,324.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1510349734896099328/1732775612,0.0
0,24,111,1652,RiseStar,2695137906,50,risestar4,@MarioNawfal Trudeau should’ve told Trump that  he’s not even in charge of Canada right now a man named @theJagmeetSingh  is calling  the shots.  This guy holds  25 seats in an over 300+ parliament &amp; has complete control over Trudeau.  I’ve never seen anything so crazy,2024/11/30 21:21:01,0,14.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/2695137906/1730967269,0.0714285714285714
0,1347,3973,575,Crypto Professor X,1814550374876901376,39500,CryptProfessorX,@MarioNawfal From ‘not being pushed around’ to ‘let’s work together’ Trudeau’s change of tune after dinner with Trump is surprising. A new chapter or just political pleasantries?,2024/11/30 21:15:41,2,416.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1814550374876901376/1721684683,0.2787878787878787
0,701,125,126,AzanGuk,1665217497707020289,1073,AzanGuk,@MarioNawfal Maybe trump is not wrong about “tariff” being the best word right now.,2024/11/30 21:15:29,0,18.0,0,0,0,0,,https://pbs.twimg.com/profile_banners/1665217497707020289/1731683580,0.5119047619047619
