"author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/description/urls/2/display_url","author/entities/description/urls/2/expanded_url","author/entities/description/urls/2/indices/0","author/entities/description/urls/2/indices/1","author/entities/description/urls/2/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","author/verifiedType","text","createdAt"
"false","true","https://pbs.twimg.com/profile_banners/32772630/1722654742","Sat Apr 18 03:59:03 +0000 2009","Host of the the CBS Eye on the World with John Batchelor; novelist as John Calvin Batchelor..",,,,,,,,,,,,,,,,"JohnBatchelorShow.com","http://JohnBatchelorShow.com","0","23","https://t.co/3WCnngrxkA","0","2218","45173","25353","true","32772630","true","false","false","Housatonic River Valley CT","8221","John Batchelor",,"false","https://pbs.twimg.com/profile_images/1825717596735299585/McUyVSKe_normal.jpg","","122974","https://twitter.com/batchelorshow","user","https://x.com/batchelorshow","batchelorshow",,"Congress War Crime Investigation of Syria, Russia &amp; Iran Entangles Trump Administration A Quandry. @JoshRogin https://t.co/CKYvATYEwu","Thu Nov 17 23:25:57 +0000 2016"
"false","false","https://pbs.twimg.com/profile_banners/766719206247108608/1606447058","Fri Aug 19 19:31:18 +0000 2016","I spent my entire adult life working in politics making it my career to help people. Politicians get in the way.  We need massive reform BY THE PEOPLE.",,,,,,,,,,,,,,,,,,,,,"0","13818","19959","21941","true","766719206247108608","false","false","false","","3445","Sunflower Soul","813610911026003968","false","https://pbs.twimg.com/profile_images/968183195177910274/WC-vwdYz_normal.jpg","","265815","https://twitter.com/SunflowerSoul71","user","https://x.com/SunflowerSoul71","SunflowerSoul71",,"@TheJusticeDept  Please get an injunction to stop the EC vote until an investigation can be done on Russia/Trump ties! #AuditTheVote","Thu Nov 17 21:24:39 +0000 2016"
"false","true",,"Sun Mar 21 09:53:16 +0000 2010","Educated, opinionated thinker, observer. At this critical and dangerous time in our Nation's history, more than ever we need to #UniteTheBlue And #GoCowboys!",,,,,,,,,,,,,,,,,,,,,"0","75","538","2413","false","125000580","false","false","false","The Final Frontier","9","Fact Based Opinion",,"false","https://pbs.twimg.com/profile_images/559790150587133952/7w9xhaNl_normal.png","","24589","https://twitter.com/RoBrow44","user","https://x.com/RoBrow44","RoBrow44",,"@TurnKyBlue @backdoordrafts @CNN That's just a diversion from the Trump/Russia investigation.","Thu Nov 17 20:33:39 +0000 2016"
"true","false","https://pbs.twimg.com/profile_banners/1883189202/1517512881","Thu Sep 19 13:49:07 +0000 2013","buy jewelry: https://t.co/tv6e7MjXfi
support the arts: https://t.co/U1K9qrQqzD…
tip jar/portrait commissions: https://t.co/sHSrGyLTP3
follow me @art_brink","NorahBrinkArtWorks.net","http://NorahBrinkArtWorks.net","13","36","https://t.co/tv6e7MjXfi","patreon.com/NorahBrinkArtW","http://patreon.com/NorahBrinkArtW","55","78","https://t.co/U1K9qrQqzD","ko-fi.com/norahbrink","http://ko-fi.com/norahbrink","110","133","https://t.co/sHSrGyLTP3","norahbrinkartworks.net","https://www.norahbrinkartworks.net/","0","23","https://t.co/yMJ8PVvEuP","0","717944","1698","1380","true","1883189202","false","false","false","Massachusetts Woman","6176","NorahBrink","1341385997758640131","false","https://pbs.twimg.com/profile_images/1320551139767685121/7fPuCnBu_normal.jpg","","195172","https://twitter.com/nbrink77","user","https://x.com/nbrink77","nbrink77",,"@SenSchumer are you calling for Confessional investigation into Russia's involvement in the election and Trump's business?","Thu Nov 17 19:40:31 +0000 2016"
"false","false","https://pbs.twimg.com/profile_banners/18253601/1429578190","Fri Dec 19 22:05:12 +0000 2008","",,,,,,,,,,,,,,,,,,,,,"0","10289","315","276","true","18253601","false","false","false","","1791","I want my $252 🌻 🇺🇦 🌻",,"false","https://pbs.twimg.com/profile_images/777995658045382656/rjvJbQIN_normal.jpg","","28955","https://twitter.com/I_want_my_252","user","https://x.com/I_want_my_252","I_want_my_252",,"Investigation should also be looking at links between Trump campaign and Russia. https://t.co/jKeGnEJvWP","Thu Nov 17 16:03:47 +0000 2016"
"false","true",,"Tue Feb 01 00:21:14 +0000 2011","Introvert, reader, writer, collector of fine limited edition books, supporter of equality for all, proud feminist",,,,,,,,,,,,,,,,,,,,,"0","10341","627","2022","true","245569660","false","false","false","Inver Grove Heights, MN","1792","Robert Krone",,"false","https://pbs.twimg.com/profile_images/1563135002900107264/eDffqkrc_normal.jpg","","24884","https://twitter.com/RobertJK1981","user","https://x.com/RobertJK1981","RobertJK1981",,"BREAKING: GOP Establishment Tells Trump To Shove It, Calls For IMMEDIATE Russia Investigation https://t.co/KGHVgSdFZo via @Bipartisan Report","Thu Nov 17 12:54:50 +0000 2016"
"false","true",,"Tue Feb 01 00:21:14 +0000 2011","Introvert, reader, writer, collector of fine limited edition books, supporter of equality for all, proud feminist",,,,,,,,,,,,,,,,,,,,,"0","10341","627","2022","true","245569660","false","false","false","Inver Grove Heights, MN","1792","Robert Krone",,"false","https://pbs.twimg.com/profile_images/1563135002900107264/eDffqkrc_normal.jpg","","24884","https://twitter.com/RobertJK1981","user","https://x.com/RobertJK1981","RobertJK1981",,"BREAKING: GOP Establishment Tells Trump To Shove It, Calls For IMMEDIATE Russia Investigation https://t.co/5LlG4Ykyan via @Bipartisan Report","Thu Nov 17 12:53:10 +0000 2016"
"false","true",,"Fri Jul 30 07:56:35 +0000 2010","",,,,,,,,,,,,,,,,,,,,,"0","401","62","455","false","172663780","false","false","false","","48","david pietrzak",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","65522","https://twitter.com/stevetwilightim","user","https://x.com/stevetwilightim","stevetwilightim",,"TRUMP-IF RUSSIA HACKED  DEM HQ &amp; CLINTON E-MAILS/ RUSSIA WILL ASK TRUMP TO SQUASH FBI INVESTIGATION INTO WHO HACKED DNC/ E-MAILS","Thu Nov 17 09:09:05 +0000 2016"
"false","true","https://pbs.twimg.com/profile_banners/25474293/1576228445","Fri Mar 20 07:06:32 +0000 2009","US Navy veteran. Democrat. Retired. Greatly admire Harriet Tubman, Martin Luther King Jr, Rosa Parks, Eleanor Roosevelt, Hillary Clinton, Jackie Robinson.",,,,,,,,,,,,,,,,,,,,,"0","1541","398","529","true","25474293","false","false","false","Coachella Valley, California.","46","Robert Teal",,"false","https://pbs.twimg.com/profile_images/1099735267592683520/eVheivMA_normal.png","","43386","https://twitter.com/KLTLUVRLT1","user","https://x.com/KLTLUVRLT1","KLTLUVRLT1",,"BREAKING: GOP Establishment Tells Trump To Shove It, Calls For IMMEDIATE Russia Investigation https://t.co/GEda37C95c via @Bipartisan Report","Thu Nov 17 07:27:43 +0000 2016"
"true","false","https://pbs.twimg.com/profile_banners/24906887/1648926626","Tue Mar 17 16:25:04 +0000 2009","Calmer than you are. 🗽🧀✌️",,,,,,,,,,,,,,,,,,,,,"0","26061","1437","4608","true","24906887","false","false","false","NYC, Titletown, Nova Nation","4690","Ballark","1737322133586325983","false","https://pbs.twimg.com/profile_images/1073328179643740160/R_yrzi5x_normal.jpg","","37086","https://twitter.com/ballark","user","https://x.com/ballark","ballark",,"We had ?? investigations into Benghazi? Where's my 1 investigation about Russia interfering in our election, Manafort, Trump taxes, etc?","Thu Nov 17 06:25:56 +0000 2016"
