"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/longDescription/entities/0/fromIndex","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/__typename","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/legacy/screen_name","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/rest_id","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/screen_name","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/type","author/affiliatesHighlightedLabel/label/longDescription/entities/0/toIndex","author/affiliatesHighlightedLabel/label/longDescription/text","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/42912666/1705853404","Wed May 27 16:04:44 +0000 2009","75, Christian Married, kids, Constitutional Conservative, Veteran, Boomer, 34 year Cancer survivor, @NRA, Followed by @SenTedCruz, @DineshDSouza   Mολὼν λαβέ",,,,,,,,,,,"tiktok.com/@john.w.wilson","http://www.tiktok.com/@john.w.wilson","0","23","https://t.co/HxIRihOKkJ","0","8365","9393","9221","true","42912666","false","false","false","Richardson, Texas, USA","6543","❌John W. Wilson ن❌ #GreenIsTheNewRed","1281688932221100032","false","https://pbs.twimg.com/profile_images/1824607108077129728/lCqpHSmt_normal.jpg","","195406","https://twitter.com/Boomer_Patriot","user","https://x.com/Boomer_Patriot","Boomer_Patriot","Comey Directed Strzok To Focus On Trump-Russia Over Hillary Investigation — ‘Our Top Priority’ https://t.co/IjFKk7gxm6 via @dailycaller","Thu Jul 12 23:48:26 +0000 2018"
,,,,,,,,,,,"false","false",,"Fri Jul 06 16:21:52 +0000 2007","lawyer, math teacher, mother",,,,,,,,,,,,,,,,"0","66557","1373","4921","true","7295402","false","false","false","Los Angeles","13","Marcia Alessi",,"false","https://pbs.twimg.com/profile_images/1847773088622260224/VGL6pqc5_normal.jpg","","38039","https://twitter.com/mabengry","user","https://x.com/mabengry","mabengry","thank you ! @TheRickWilson ""This latest spectacle was designed for one purpose only: the destruction of Special Counsel Robert Mueller’s investigation into Donald Trump’s Russia ties.""  Excellent:  https://t.co/nG5BqiLkK0","Thu Jul 12 23:47:05 +0000 2018"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/3392783079/1613059386","Tue Jul 28 22:47:39 +0000 2015","Ex-GOP center-right Indy. Oppose propaganda, gaslighting, cult-like tribalism, & racism. Anon Twitter b/c I’m a teacher. #NeverTrump #RVAT",,,,,,,,,,,,,,,,"0","36887","1354","1323","false","3392783079","false","false","false","USA","557","The Median Blog","1360666293872054273","false","https://pbs.twimg.com/profile_images/1359895744489152518/cTHV26pA_normal.jpg","","43411","https://twitter.com/MedianBlog","user","https://x.com/MedianBlog","MedianBlog","But that was the fault of the GOP. By contrast we have multiple indictments and confessions in the Trump-Russia investigation to lying to the FBI, obstruction of justice, failure to disclose being foreign agents, conspiracy against the United States.","Thu Jul 12 23:46:59 +0000 2018"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/806494011947184128/1496519516","Wed Dec 07 13:42:11 +0000 2016","Happy wife and mom of Wyatt, our beautiful boy
Twitter community rocks.
#Resistance #BlueWave",,,,,,,,,,,,,,,,"0","21964","1502","2291","true","806494011947184128","false","false","false","Wrentham, MA","2","Lisa Smyth","951619365446791168","false","https://pbs.twimg.com/profile_images/871092108471533569/FhzyVv1d_normal.jpg","","20219","https://twitter.com/lisaandwyatt","user","https://x.com/lisaandwyatt","lisaandwyatt","@kimhurdman @karenhandel is another Republican hackster in training. She has a hell of a nerve.

These are the same circus Reps that permitted several Trump people to refuse to answer or produce documents relevant to Russia investigation.","Thu Jul 12 23:46:19 +0000 2018"
,,,,,,,,,,,"false","true",,"Sat May 19 18:05:43 +0000 2012","",,,,,,,,,,,,,,,,"0","40238","446","400","true","585054885","false","false","false","","3009","Tony Whitsett",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","53315","https://twitter.com/Tony98Tony","user","https://x.com/Tony98Tony","Tony98Tony","https://t.co/IgcxSx0jkR DICTATOR FAKENEWS KING
😇TRUMP👌PRIVATE PUPPET REPUBLICAN REP NUNES A EMBARRASSMENT 2 HIS COMMITTEE.WHO RAN 2 TRUMP. AND●UNDERMINE HIS OWN COMMITTEE INVESTIGATION THE RUSSIA INVESTIGATION. 2 PROTECT HIS KING😇TRUMP👌. ●PROTECT S.C.MULLER&amp;DOJ ROSENSTEIN.","Thu Jul 12 23:46:14 +0000 2018"
,,,,,,,,,,,"true","true",,"Thu May 30 22:53:04 +0000 2013","retired, Birmingham, AL,",,,,,,,,,,,,,,,,"0","1863","1559","4349","true","1470806574","false","false","false","","8710","jacqueline l pearson",,"false","https://pbs.twimg.com/profile_images/1346509304795377670/BNz1IRHg_normal.jpg","","58719","https://twitter.com/jacquelinelpear","user","https://x.com/jacquelinelpear","jacquelinelpear","@RepDeSantis Please u traitors are more interest trying to sabotage Mueller investigation, bec the truth are about to come out on majority of the GOP devils for colluded with Trump-Russia to rigged the 2016 election. U all are running scared, but what's done in the dark are coming to light","Thu Jul 12 23:43:09 +0000 2018"
,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/1299650484/1668908842","Mon Mar 25 14:18:22 +0000 2013","Roman Catholic, Pro-Life, Pro- USA, Conservative, Wife, Mother, Math Teacher, M.Ed., Love, Mercy, Forgiveness, Illini, Cubs, Bears, Texan",,,,,,,,,,,,,,,,"0","28515","1008","980","true","1299650484","false","false","false","","131","LP",,"false","https://pbs.twimg.com/profile_images/3429839007/d2896b4a29c394bcbefed3fa07cff147_normal.jpeg","","20992","https://twitter.com/TheRealLynguini","user","https://x.com/TheRealLynguini","TheRealLynguini","@mediccaptfm @funder They never imagined it &amp; thank goodness, it never happened. All investigative reports, INCLUDING THE MUELLER INVESTIGATION, have stated there is NO EVIDENCE of collusion, conspiracy, etc by TRUMP. Not treasonous &amp; most definitely NOT illegitimate.....No influence by Russia!!","Thu Jul 12 23:40:54 +0000 2018"
,,,,,,,,,,,"false","true",,"Thu Aug 22 16:37:57 +0000 2013","If you vote Dem you’re voting for high inflation, out of control gov’t. spending, open borders, undemocratic law fare and authoritarian rule!  Policies matter!",,,,,,,,,,,,,,,,"0","66719","2893","3295","true","1691499066","false","false","false","Evergreen, CO","4222","Mike",,"false","https://pbs.twimg.com/profile_images/501076848307339265/PkAQGtb4_normal.jpeg","","525853","https://twitter.com/gupdiver","user","https://x.com/gupdiver","gupdiver","Look at this news article from The Daily Caller: Comey Directed Strzok To Focus On Trump-Russia Over Hillary Investigation — ’Our Top Priority’ https://t.co/9USbfH9Yq9","Thu Jul 12 23:40:47 +0000 2018"
,,,,,,,,,,,"true","false","https://pbs.twimg.com/profile_banners/829945724/1591067105","Mon Sep 17 22:48:08 +0000 2012","Austin TX, Loyal Forever SFA. Yale D'port. State/SFRC East Asia/AIUSA/Mansfield. @thevlp @TalladegaColleg 1st Amd Rocks! #HumanRights #BlackLivesMatter Pacem",,,,,,,,,,,"mansfieldfdn.org","http://www.mansfieldfdn.org","0","23","https://t.co/fbbjdmM7P5","0","60904","7282","1437","true","829945724","false","false","false","Charles Village, Baltimore, MD","1464","Frank Jannuzi ☮️","874984060946350080","false","https://pbs.twimg.com/profile_images/1598486490375495681/YGKqOO5p_normal.jpg","","77891","https://twitter.com/FrankJannuzi","user","https://x.com/FrankJannuzi","FrankJannuzi","@Purrcival1 @bgcpark @rebelvanhalen @brithume Started not as an investigation into Trump, per se, but into Russia's meddling in our election and any Campaign coordination. It has resulted in 5 guilty pleas, 20+ indictments, more to come. IC and Senate Intel confirm Russian meddling w/intent help Trump. What are you smoking?","Thu Jul 12 23:58:32 +0000 2018"
"https://pbs.twimg.com/semantic_core_img/1428827730364096519/4ZXpTBhS?format=png&name=orig","Automated","13","User","briefly_tldr","2217041202","briefly_tldr","TimelineRichTextMention","26","Automated by @briefly_tldr","AutomatedLabel","false","true","https://pbs.twimg.com/profile_banners/3413135063/1681964596","Mon Aug 10 17:23:30 +0000 2015","A World News community with less noise & more highlights
on @briefly_tldr. Follow for an invite to join our open beta!",,,,,,,,,,,"briefly.co/anchor/world_n…","https://briefly.co/anchor/world_news","0","23","https://t.co/S5FZ0BTdRn","0","31893","3513","4713","false","3413135063","false","false","false","Internet ","24","World News Briefly",,"false","https://pbs.twimg.com/profile_images/1263282542343524353/UJRgBqx5_normal.jpg","","66835","https://twitter.com/World_News_b","user","https://x.com/World_News_b","World_News_b","In Troubled Cameroon, U.S. Envoy Is Accused of Election Meddling
https://t.co/QoZb9KVrGE
+1 WorldBot #worldnews #news","Thu Jul 12 23:57:35 +0000 2018"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/2560658416/1447883776","Fri May 23 18:23:28 +0000 2014","You can’t drink all day if you don’t start in the morning",,,,,,,,,,,,,,,,"0","1433","40","261","true","2560658416","false","false","false","4th dimension","1789","Lebanon won➰",,"false","https://pbs.twimg.com/profile_images/1861501144075264000/Zg6X5Ok4_normal.jpg","","8605","https://twitter.com/eyeswidecovered","user","https://x.com/eyeswidecovered","eyeswidecovered","@GOP Putin wants chaos in america. This election he will support the dems you fucking idiots. Election meddling is terrible regardless who is being helped, ya feckless cunts.","Thu Jul 12 23:57:24 +0000 2018"
,,,,,,,,,,,"true","true",,"Mon Feb 08 14:41:28 +0000 2016","Vigilance is the price of liberty.__Jefferson
The only thing necessary for the triumph of evil is for good men to do nothing.__Burke 
NO DMs #Resistance",,,,,,,,,,,,,,,,"0","216992","2496","4153","true","4888453971","false","false","false","United States","159","shellcamg",,"false","https://pbs.twimg.com/profile_images/873645130195976192/BmDjtT9P_normal.jpg","","145577","https://twitter.com/Shellcamg","user","https://x.com/Shellcamg","Shellcamg","Jeezus! These guys are making up the rules as they go along, just like Trump. They have barely touched on Russian election meddling. Republicans are traitors! https://t.co/8hxmj3Qjiu","Thu Jul 12 23:57:13 +0000 2018"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/920972571100794880/1508434412","Thu Oct 19 11:19:06 +0000 2017","https://t.co/kIwjVSVyt2 is a multi-platform publisher of news and https://t.co/gN4DxZ32BW has earned a reputation as the leading provider of service news","Thedusknews.com","http://Thedusknews.com","0","23","https://t.co/kIwjVSVyt2","information.Thedusknews.com","http://information.Thedusknews.com","66","89","https://t.co/gN4DxZ32BW","thedusknews.com","http://thedusknews.com","0","23","https://t.co/cCnM3aenZR","0","10","713","3837","false","920972571100794880","false","false","false","New York, USA","12537","TheDuskNews",,"false","https://pbs.twimg.com/profile_images/921067081482821632/UZDqc1V-_normal.jpg","","26925","https://twitter.com/TheDuskNews","user","https://x.com/TheDuskNews","TheDuskNews","In Troubled Cameroon, U.S. Envoy Is Accused of Election Meddling - #Africa #World
https://t.co/C87nBZh8RI
First published on: NY Times https://t.co/Ki8cyUhluo","Thu Jul 12 23:56:34 +0000 2018"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/3129331/1363024450","Sun Apr 01 14:41:05 +0000 2007","",,,,,,,,,,,"georgeappiah.com","https://www.georgeappiah.com","0","23","https://t.co/YH0d3IO1Vc","0","0","7103","3","false","3129331","false","false","false","Africa","0","Africa","1760366200087781729","false","https://pbs.twimg.com/profile_images/3367461930/4ba66e5ac7a678b1dbf73cde863869cf_normal.jpeg","","59591","https://twitter.com/Africa","user","https://x.com/Africa","Africa","In Troubled Cameroon, U.S. Envoy Is Accused of Election Meddling https://t.co/9sAAI1FejL","Thu Jul 12 23:53:21 +0000 2018"
,,,,,,,,,,,"true","false","https://pbs.twimg.com/profile_banners/2991320265/1576058587","Thu Jan 22 04:04:14 +0000 2015","",,,,,,,,,,,,,,,,"0","8634","448","2431","true","2991320265","false","false","false","","1191","Saheed Okerayi",,"false","https://pbs.twimg.com/profile_images/1191315930317557760/8SNnTGt__normal.jpg","","28584","https://twitter.com/Saherayi_15","user","https://x.com/Saherayi_15","Saherayi_15","""In Troubled Cameroon, U.S. Envoy Is Accused of Election Meddling"" by DIONNE SEARCEY and FRANCOIS ESSOMBA via NYT The New York Times https://t.co/uv8O3drr9v","Thu Jul 12 23:53:04 +0000 2018"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/340601686/1687483261","Fri Jul 22 23:45:57 +0000 2011","Veteran. Retired. Orchids. Gardening. Bees.   🐝🌻 🍯",,,,,,,,,,,,,,,,"0","2020","123","299","true","340601686","false","false","false","Tampa","443","🐝🌻Dale",,"false","https://pbs.twimg.com/profile_images/1672052055928602625/IOLdcde9_normal.jpg","","7430","https://twitter.com/DaleNVA","user","https://x.com/DaleNVA","DaleNVA","@Jim_Jordan What is really frustrating is again it's her emails and not election meddling.....this hearing is a waste of time and you are desperate!","Thu Jul 12 23:52:44 +0000 2018"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/1012752388669755397/1530379942","Fri Jun 29 17:39:20 +0000 2018","United States Day is your news, entertainment, music fashion website. We provide you with the latest breaking news and videos straight from the entertainment.",,,,,,,,,,,"udsay.ml","http://www.udsay.ml","0","23","https://t.co/u3XtUmpXiP","0","1","89","537","false","1012752388669755397","false","false","false","United States","1861","UNITED STATES DAY",,"false","https://pbs.twimg.com/profile_images/1012753703659556865/QO_2d1EW_normal.jpg","","7453","https://twitter.com/StatesDay","user","https://x.com/StatesDay","StatesDay","In Troubled Cameroon, U.S. Envoy Is Accused of Election Meddling https://t.co/LnHsYxItjs https://t.co/N8a25ynYqJ","Thu Jul 12 23:50:44 +0000 2018"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/941816353853460481/1724195168","Fri Dec 15 23:44:51 +0000 2017","If ""sense"" was common, there would be more. If you understand cultural touchstones, I'm a funny guy. I follow back. My vote is Blue. #BlueWave",,,,,,,,,,,,,,,,"0","6903","5590","5408","true","941816353853460481","false","false","false","","3272","Cimarron Kid",,"false","https://pbs.twimg.com/profile_images/1021799600032600064/m7l7CSqc_normal.jpg","","41451","https://twitter.com/cimarron_kid","user","https://x.com/cimarron_kid","cimarron_kid","@MeetThePress Trump never had an answer to Putin's denying meddling in elections. Putin is going to sucker Trump into a non-interference election agreement which is a farce refused by previous administrations but Trump will claim victory from it along with his abilities that others lacked.","Thu Jul 12 23:50:31 +0000 2018"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/19882654/1543252997","Sun Feb 01 23:12:54 +0000 2009","🔶#FPBE Broadcaster. I like Tea. Techie. Cricket/football fan. #rejoiner. Devoted dad, grandad & husband. The last 3 should come 1st.",,,,,,,,,,,"GeoffRogers.com","http://GeoffRogers.com","0","23","https://t.co/0iYYuqBFs3","0","17711","4249","4056","true","19882654","true","false","false","Walton-on-Thames","4124","Geoff Rogers","1857367237381828860","false","https://pbs.twimg.com/profile_images/1345001541623803904/hXc3b5bd_normal.jpg","","73189","https://twitter.com/GeoffRogersEU","user","https://x.com/GeoffRogersEU","GeoffRogersEU","""In Troubled Cameroon, U.S. Envoy Is Accused of Election Meddling"" by DIONNE SEARCEY and FRANCOIS ESSOMBA via NYT The New York Times https://t.co/Mol8gi9P1C","Thu Jul 12 23:50:30 +0000 2018"
,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/425481286/1584628413","Thu Dec 01 02:06:02 +0000 2011","Los datos y los hechos hablan por si solos. Guiémonos por ellos. ¿Ideologías? Claro. Para los que quieran manipular ✌🏻",,,,,,,,,,,,,,,,"0","382","3910","3193","true","425481286","false","false","false","Chile","12758","Pablo",,"false","https://pbs.twimg.com/profile_images/1240646781916131328/r3nXI5SJ_normal.jpg","","96866","https://twitter.com/PabloDataDS","user","https://x.com/PabloDataDS","PabloDataDS","""In Troubled Cameroon, U.S. Envoy Is Accused of Election Meddling"" by DIONNE SEARCEY and FRANCOIS ESSOMBA via NYT https://t.co/En3shzbXWK","Thu Jul 12 23:50:21 +0000 2018"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/438583697/1645336439","Fri Dec 16 19:24:49 +0000 2011","* 38 yrs old * Jordanian * Electrical Engineer * Masters of Engineering Management * PMP Certified * LEED GA * born and live in #alain * دمي إماراتي ❤️💚🖤 #UAE",,,,,,,,,,,"facebook.com/MohammedY.Sule…","https://www.facebook.com/MohammedY.Suleiman","0","23","https://t.co/d8KzzcOqeV","0","349","176","299","false","438583697","false","false","false","Al Ain - UAE","3857","Ⓜ. Ⓨ. Ⓢ ","1064903940632993792","false","https://pbs.twimg.com/profile_images/1596922404844048386/smoKf4qe_normal.jpg","","14005","https://twitter.com/mysuleiman","user","https://x.com/mysuleiman","mysuleiman","""In Troubled Cameroon, U.S. Envoy Is Accused of Election Meddling"" by DIONNE SEARCEY and FRANCOIS ESSOMBA via NYT The New York Times https://t.co/Z9hcWUtMJ1","Thu Jul 12 23:49:16 +0000 2018"
