"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/longDescription/entities/0/fromIndex","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/__typename","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/legacy/screen_name","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/mention_results/result/rest_id","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/screen_name","author/affiliatesHighlightedLabel/label/longDescription/entities/0/ref/type","author/affiliatesHighlightedLabel/label/longDescription/entities/0/toIndex","author/affiliatesHighlightedLabel/label/longDescription/text","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
,,,,,,,,,,,"true","false","https://pbs.twimg.com/profile_banners/829945724/1591067105","Mon Sep 17 22:48:08 +0000 2012","Austin TX, Loyal Forever SFA. Yale D'port. State/SFRC East Asia/AIUSA/Mansfield. @thevlp @TalladegaColleg 1st Amd Rocks! #HumanRights #BlackLivesMatter Pacem",,,,,,,,,,,"mansfieldfdn.org","http://www.mansfieldfdn.org","0","23","https://t.co/fbbjdmM7P5","0","60904","7282","1437","true","829945724","false","false","false","Charles Village, Baltimore, MD","1464","Frank Jannuzi ☮️","874984060946350080","false","https://pbs.twimg.com/profile_images/1598486490375495681/YGKqOO5p_normal.jpg","","77891","https://twitter.com/FrankJannuzi","user","https://x.com/FrankJannuzi","FrankJannuzi","@Purrcival1 @bgcpark @rebelvanhalen @brithume Started not as an investigation into Trump, per se, but into Russia's meddling in our election and any Campaign coordination. It has resulted in 5 guilty pleas, 20+ indictments, more to come. IC and Senate Intel confirm Russian meddling w/intent help Trump. What are you smoking?","Thu Jul 12 23:58:32 +0000 2018"
,,,,,,,,,,,"false","true",,"Wed Feb 05 04:22:58 +0000 2014","Husband, father, progressive. #FBR",,,,,,,,,,,,,,,,"0","102616","5872","6246","true","2328185766","false","false","false","Phoenix, AZ","28","Billy Camou",,"false","https://pbs.twimg.com/profile_images/430928065749712896/lTv4BO0Z_normal.jpeg","","76129","https://twitter.com/billycamou","user","https://x.com/billycamou","billycamou","Strzok says the salacious Trump-Russia dossier is not why the FBI's Russia investigation was launched

https://t.co/SkJ2iO7xb8","Thu Jul 12 23:58:23 +0000 2018"
,,,,,,,,,,,"true","false","https://pbs.twimg.com/profile_banners/3951951016/1600047701","Wed Oct 14 02:27:47 +0000 2015","",,,,,,,,,,,,,,,,"0","11561","224","420","true","3951951016","false","false","false","United States","269","JAE963",,"false","https://pbs.twimg.com/profile_images/1791885203662635008/X6GvVemn_normal.jpg","","12501","https://twitter.com/EJackie444","user","https://x.com/EJackie444","EJackie444","@PiaCafieroRoman @RepJerryNadler @HouseGOP Discredit the Mueller investigation? They're doing that all by themselves. The investigation was about Trump and collusion with Russia ...still nothing, zero!. Further, the arrests they did make, had nothing to do with  what the investigation is even about. #commonsense","Thu Jul 12 23:58:08 +0000 2018"
,,,,,,,,,,,"false","true",,"Fri Jun 01 00:26:26 +0000 2018","",,,,,,,,,,,,,,,,"0","167","2","25","false","1002345593296113664","false","false","false","Atlanta, GA","0","MyMemaw63",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","346","https://twitter.com/MMemaw63","user","https://x.com/MMemaw63","MMemaw63","This wasnt a bad day for the FBI but a bad day for the Republicans.  I would love to see the cards that Robert Mueller is holding.......Yet Trump is on his way to sit at the table with Putin, the man at the top of the Russia investigation.","Thu Jul 12 23:57:15 +0000 2018"
,,,,,,,,,,,"false","false",,"Mon Mar 03 23:12:38 +0000 2014","I DAILY  block business accounts, Nude profiles, MAGA, Bots, & anything Trump. Follow me on Bluesky,  https://t.co/MNvtEqhhSw    I VET & Followback👏👍🇺🇸🇨🇦","canada-keith.bsky.social","http://canada-keith.bsky.social","102","125","https://t.co/MNvtEqhhSw",,,,,,,,,,,"0","135578","58309","60310","false","2371064395","false","false","false","","72","keith","1854164480361366000","false","https://pbs.twimg.com/profile_images/1812183525061185536/YRk5f7kO_normal.jpg","","327841","https://twitter.com/selectttt","user","https://x.com/selectttt","selectttt","@FoxNews Actually 48% approve which given unending attacks by Trump, Nunes, Gowdy, &amp; pedophile Jordon with Mueller unable to reply to the lies Americans want the Truth of the Mueller Investigation. Americans want to know why Don The Con is so soft on Russia.They want Trump’s tax returns","Thu Jul 12 23:55:52 +0000 2018"
,,,,,,,,,,,"true","true",,"Fri Apr 27 18:03:17 +0000 2018","entrepreneur.  jack of all trades and master of what not to do",,,,,,,,,,,,,,,,"0","4845","53","182","true","989927982679642114","false","false","false","Wisconsin","2","Jim Sopland",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","3731","https://twitter.com/JimSopland","user","https://x.com/JimSopland","JimSopland","So I heard a podcast today by Dan bongino. the Mueller investigation is no longer about Trump Russia or Hillary it's about protecting the reputation of the FBI","Thu Jul 12 23:55:30 +0000 2018"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/38950884/1494846902","Sat May 09 23:27:55 +0000 2009","Old and dangerous. Ancient. Stoic, Cynic, Skeptic. Veteran Tweet Fighter.",,,,,,,,,,,,,,,,"0","18320","2281","2403","true","38950884","false","false","false","North of Boston ","3483","North_of_Boston",,"false","https://pbs.twimg.com/profile_images/1454559286290440203/gp43_WBH_normal.jpg","","124202","https://twitter.com/Charles_1944","user","https://x.com/Charles_1944","Charles_1944","Comer Ky 1  goes all in on end the Mueller investigation of Trump and Russia. #strzok","Thu Jul 12 23:54:22 +0000 2018"
,,,,,,,,,,,"false","false","https://pbs.twimg.com/profile_banners/23077870/1707338760","Fri Mar 06 15:41:41 +0000 2009","BLM,LGBTQ Ally @TeamPelosi @GlennKirschner2 @AliVelshi @mmpadellan @highbrow_nobrow @ChipFranklin @joncoopertweets @IamPoliticsGirl. #ProudBlue #DemsUnited",,,,,,,,,,,,,,,,"0","229120","39139","28369","true","23077870","true","false","false","Pennsylvania, USA","11836","Margie 🌊🌊🌊","1027605646773047296","false","https://pbs.twimg.com/profile_images/1683490160422404105/-CeK0AmB_normal.jpg","","181671","https://twitter.com/MargieVotes","user","https://x.com/MargieVotes","MargieVotes","The republicans are investigating Hillary again.  LOL. Tells you how uncomfortable they are with Trump and the Russia Investigation. Peter Strzok keeps taking them back to the Russians.  It is unbelievable how they squirm and avoid. https://t.co/MxHwz14MSv","Thu Jul 12 23:53:56 +0000 2018"
,,,,,,,,,,,"false","true","https://pbs.twimg.com/profile_banners/1135218048/1695518118","Wed Jan 30 21:18:07 +0000 2013","",,,,,,,,,,,,,,,,"0","7032","281","834","true","1135218048","false","false","false","","2226","Blue Skies / PROTECT DEMOCRACY","1479567864935981062","false","https://pbs.twimg.com/profile_images/1705752687323615232/4GbuFXo2_normal.jpg","","154851","https://twitter.com/gailcara_gail","user","https://x.com/gailcara_gail","gailcara_gail","@FoxNews @RepRatcliffe He did not. If he did, he would have publicly announced Trump was under criminal investigation for colluding w Russia BEFORE the election. HE DID NOT ALLOW PERSONAL OPINION TO INTERFERE W HIS JOB.","Thu Jul 12 23:52:05 +0000 2018"
,,,,,,,,,,,"false","true",,"Sun Nov 15 10:57:44 +0000 2015","Pending...",,,,,,,,,,,,,,,,"0","2","8","7","false","4244743278","false","false","false","Many LA","55","William Oren Adams",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","18240","https://twitter.com/Templarknight71","user","https://x.com/Templarknight71","Templarknight71","The Senate confirmed a top Justice Department official on Wednesday who could help oversee the Trump-Russia investigation, despite his own troubling... https://t.co/ied9CyNZuk","Thu Jul 12 23:51:45 +0000 2018"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/26162885/1612410152","Tue Mar 24 02:58:50 +0000 2009","RIP my beautiful daughter Tiffany #Prince Cancer Survivor. #resist #Bridgerton #regejeanpage",,,,,,,,,,,,,,,,"0","27848","432","1025","true","26162885","false","false","false","Funky Arkansas? LOL","1125","💜ADOREDEB💜🌸","1359592556473028613","false","https://pbs.twimg.com/profile_images/1357172653203800082/iHILhfq6_normal.jpg","","24988","https://twitter.com/adoredeb","user","https://x.com/adoredeb","adoredeb","@BeckyLouOutdoor @FoxNews @FBI If he wanted it stopped he would have leaked the investigation into trump/Russia. GOP acted like buffoons and very bias. They don’t want to know the truth.","Thu Jul 12 23:51:16 +0000 2018"
,,,,,,,,,,,"true","true","https://pbs.twimg.com/profile_banners/27741488/1646129945","Mon Mar 30 22:04:22 +0000 2009","liberal AF",,,,,,,,,,,,,,,,"0","218897","940","2781","true","27741488","false","false","false","Dublin, OH","297","Monica Fitzpatrick 🟧 🏳️‍🌈",,"false","https://pbs.twimg.com/profile_images/1613173646939275265/6tdinxJr_normal.jpg","","58821","https://twitter.com/MonicaFitz1","user","https://x.com/MonicaFitz1","MonicaFitz1","@KeithRothfus hey Keith back to Hillary and Obama emails?  You throw the Traitor trump and Russia investigation under the bus yet put  on this shit show for the world to see. #PeterStrozk","Thu Jul 12 23:50:01 +0000 2018"
