"author/affiliatesHighlightedLabel/label/badge/url","author/affiliatesHighlightedLabel/label/description","author/affiliatesHighlightedLabel/label/url/url","author/affiliatesHighlightedLabel/label/url/urlType","author/affiliatesHighlightedLabel/label/userLabelDisplayType","author/affiliatesHighlightedLabel/label/userLabelType","author/canDm","author/canMediaTag","author/coverPicture","author/createdAt","author/description","author/entities/description/urls/0/display_url","author/entities/description/urls/0/expanded_url","author/entities/description/urls/0/indices/0","author/entities/description/urls/0/indices/1","author/entities/description/urls/0/url","author/entities/description/urls/1/display_url","author/entities/description/urls/1/expanded_url","author/entities/description/urls/1/indices/0","author/entities/description/urls/1/indices/1","author/entities/description/urls/1/url","author/entities/url/urls/0/display_url","author/entities/url/urls/0/expanded_url","author/entities/url/urls/0/indices/0","author/entities/url/urls/0/indices/1","author/entities/url/urls/0/url","author/fastFollowersCount","author/favouritesCount","author/followers","author/following","author/hasCustomTimelines","author/id","author/isBlueVerified","author/isTranslator","author/isVerified","author/location","author/mediaCount","author/name","author/pinnedTweetIds/0","author/possiblySensitive","author/profilePicture","author/status","author/statusesCount","author/twitterUrl","author/type","author/url","author/userName","text","createdAt"
,,,,,,"false","false","https://pbs.twimg.com/profile_banners/75208181/1667795173","Fri Sep 18 05:26:39 +0000 2009","Used to work in Economic Development. Briefly dabbled working in politics. Now I work with startups.
#ATLUTD Founding Member.",,,,,,,,,,,,,,,,"0","14907","406","965","true","75208181","false","false","false","Chamblee, GA","637","bca3.bsky.social","1017790766247268352","false","https://pbs.twimg.com/profile_images/1383134327492460545/4-ZwT1pL_normal.jpg","","18842","https://twitter.com/Nebac21","user","https://x.com/Nebac21","Nebac21","Real question. Is the Russia Investigation still funded during the #GovtShutdown? Because if not Trump will leave the government closed for a long time #TrumpShutDown #TrumpRussia","Sat Jan 20 23:53:05 +0000 2018"
,,,,,,"false","true",,"Mon Oct 23 13:48:03 +0000 2017","",,,,,,,,,,,,,,,,"0","13","0","0","true","922459605476741126","false","false","false","USA","0","Sdassani",,"false","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","","7","https://twitter.com/DassaniSd","user","https://x.com/DassaniSd","DassaniSd","GAME CHANGER: FISA Memo To END Mueller’s Russia Investigation Into Trump, Sources Say https://t.co/MfjPUtuuXA","Sat Jan 20 23:52:44 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/3266646908/1441130713","Fri Jul 03 02:06:05 +0000 2015","That govmnt governs best, which governs least. Truth sounds like hate to those who hate truth.",,,,,,,,,,,,,,,,"0","49950","1257","1177","false","3266646908","false","false","false","Albuquerque, New Mexico, USA","38","Michael Martinez",,"false","https://pbs.twimg.com/profile_images/624068470892683264/h_7ob0CX_normal.jpg","","65149","https://twitter.com/mmartinez1776","user","https://x.com/mmartinez1776","mmartinez1776","GAME CHANGER: FISA Memo To END Mueller’s Russia Investigation Into Trump, Sources Say https://t.co/QVtTj7r5Kl","Sat Jan 20 23:52:32 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/15433037/1658839898","Mon Jul 14 22:05:42 +0000 2008","Creator of https://t.co/4GTptJ2AGO, https://t.co/4yDuFzsL4x, Marketing, AI, Branding, Software Creator and Outsourcer. 3 Boy Club Dad, Joker, Coach, Speaker.","AutoAffiliate.ai","http://AutoAffiliate.ai","11","34","https://t.co/4GTptJ2AGO","postease.ai","https://postease.ai/","36","59","https://t.co/4yDuFzsL4x","AutoAffiliate.ai","https://AutoAffiliate.ai","0","23","https://t.co/6XNt6POoaZ","0","1282","46090","6815","false","15433037","false","false","false","Chicago","383","Bill Crosby","1786135665786093568","false","https://pbs.twimg.com/profile_images/1620789595234344961/HB75k6fv_normal.jpg","","135263","https://twitter.com/BillCrosby","user","https://x.com/BillCrosby","BillCrosby","Just in: Fox News shelved story on Trump and porn actress Stormy Daniels before election. Justice will ask Supreme Court to intervene to end DACA. Ex-C.I.A. Officer Arrested. Bannon Subpoenaed in Mueller’s Russia Investigation. https://t.co/y2ARfxoSte","Sat Jan 20 23:49:48 +0000 2018"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/16390121/1488053366","Sun Sep 21 12:25:59 +0000 2008","Bloodied but unbowed
Blue voter
#SlavaUkraini 
MBA+MS Psych+retired consultant+retired rancher
Spare me the post mortem",,,,,,,,,,,"hcandler.bsky.social","http://hcandler.bsky.social","0","23","https://t.co/amAUJZIEhF","0","32757","3462","5046","true","16390121","false","false","false","","435","Helen",,"false","https://pbs.twimg.com/profile_images/1847717900129390596/sM7WxUnW_normal.png","","87407","https://twitter.com/HCandler","user","https://x.com/HCandler","HCandler","@JoeConason @JudgeJeanine Are you wondering if she is caught up in the @FBI investigation purportedly being conducted on @FoxNews as part of Trump Russia conspiracy? Or is she just vile?","Sat Jan 20 23:38:32 +0000 2018"
,,,,,,"true","false","https://pbs.twimg.com/profile_banners/26181751/1421441958","Tue Mar 24 05:02:05 +0000 2009","God Fearing, Gun Loving, Love of Country Conservative!
#MAGA #TRUMP2024",,,,,,,,,,,,,,,,"0","35447","2689","1233","true","26181751","false","false","false","Benton, Arkansas USA","1104","David Wedding",,"false","https://pbs.twimg.com/profile_images/1325229911771144192/_WlUkB20_normal.jpg","","138118","https://twitter.com/hdwrench51","user","https://x.com/hdwrench51","hdwrench51","GAME CHANGER: FISA Memo To END Mueller’s Russia Investigation Into Trump, Sources Say https://t.co/dmj5LKpyNd","Sat Jan 20 23:35:49 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/464039829/1411254786","Sat Jan 14 19:32:28 +0000 2012","62yr old male 
AFSCME DC33 LOCAL394 DELEGATE
Electrician Employed@ City of Phila. Water Dept.",,,,,,,,,,,,,,,,"0","157","56","198","false","464039829","false","false","false","Phila., Pa., USA","199","John J. Gallagher Jr",,"false","https://pbs.twimg.com/profile_images/513465911345696768/MS6pPrQe_normal.jpeg","","5988","https://twitter.com/Bigred1852","user","https://x.com/Bigred1852","Bigred1852","Congress cannot end its investigation into Trump’s Russia ties until Mueller has completed his.  Don’t let @DevinNunes hide the facts. https://t.co/ArAYzSo2rw via @CREDOmobile","Sat Jan 20 23:22:39 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/547381733/1510086312","Sat Apr 07 06:36:54 +0000 2012","Family, Football, Movies, Golf, Poker and Books (but not YOUR poker book)",,,,,,,,,,,"espn.com","http://www.espn.com","0","23","https://t.co/ZL9P25HWDw","0","135960","1312","3389","true","547381733","false","false","false","Las Vegas, NV + NYC, NY","253","TJ Downing",,"false","https://pbs.twimg.com/profile_images/795565640861896704/Zj-jCs5h_normal.jpg","","32342","https://twitter.com/realTjDowning","user","https://x.com/realTjDowning","realTjDowning","@Thomas1774Paine HOW in the world is Mueller an anti-Trump conspirator?  He is tasked with a job, to  investigate any links between Trump campaign associates and Russia, as well as ""any matters that arose or may arise directly from the investigation,"" according to the letter appointing him.","Sat Jan 20 23:18:30 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/2511521935/1400633512","Wed May 21 00:40:51 +0000 2014","Retired",,,,,,,,,,,,,,,,"0","48980","318","337","false","2511521935","false","false","false","Plantation, Fla.","42","Franilev",,"false","https://pbs.twimg.com/profile_images/468917537942429696/-SwF2PaC_normal.jpeg","","5056","https://twitter.com/franilev","user","https://x.com/franilev","franilev","GAME CHANGER: FISA Memo To END Mueller’s Russia Investigation Into Trump, Sources Say https://t.co/urFcWAjs4u","Sat Jan 20 22:40:55 +0000 2018"
,,,,,,"false","true","https://pbs.twimg.com/profile_banners/43665913/1401121524","Sun May 31 09:17:02 +0000 2009","",,,,,,,,,,,,,,,,"0","3","26","119","false","43665913","false","false","false","Calgary, Alberta","38","Jim Hosegood",,"false","https://pbs.twimg.com/profile_images/470963445479641088/mx2CjmcK_normal.jpeg","","13216","https://twitter.com/Jimh123","user","https://x.com/Jimh123","Jimh123","GAME CHANGER: FISA Memo To END Mueller’s Russia Investigation Into Trump, Sources Say https://t.co/dZvwh4diGb","Sat Jan 20 22:30:38 +0000 2018"
